"to review","working notes","partID","partLabel","partType","partDesc","partInstr","domainID","specimenSet","compartSet","groupID","classID","nomenclatureID","ontologyRef","latExp","catSetID","unitSetID","aggScaleID","aggSetID","qualitySetID","status","firstReleased","lastUpdaed","changes","methodSteps","methodStepsRequired","methodStepsOrder","methodSets","methodSetsRequired","methodSetsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languageLUs","translationLUs","partLUs","setLUs","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","NWSS","NWSS_process","NWSS_notes","ENA","ENA_notes","NORMAN","NORMAN_note","W_SPHERE","W_SPHERE_Notes","version1Table...83","version1Location","version1Table...85","version1Variable","version1Category","version1to2Changes"
NA,NA,"e156g","e156g delta-variant gene target","measure","e156g delta-variant gene target","NA","Bio","saSpecimen","anyCompartment","sarsCov2","mutation","naNomenclature",NA,"NA","NA","geneticUnits","see unit","naAggrSet","pcrQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","0","30","e156g gène cible du variante delta","Gène cible e156g de la variante delta.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"e484a ","e484a omicron-variant gene target","measure","e484a omicron-variant gene target","NA","Bio","saSpecimen","anyCompartment","sarsCov2","mutation","naNomenclature",NA,"NA","NA","geneticUnits","see unit","naAggrSet","pcrQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","0","30","e484a gène cible du variante omicron","Gène cible e484a de la variante omicron.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ecoli","Escherichia coli","measure","Concentration of bacteria that are passed through the faecal excrement of humans, livestock and wildlife","NA","Bio","siSaSpecimen","surfaceWaterCompartment","bactMisc","naClass","naNomenclature",NA,"NA","NA","bacteriaUnits","NA","naAggrSet","genQualitySet","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","0","30","Coliformes fécaux","Concentration de bactéries transmises par les excréments fécaux des humains, du bétail et des animaux sauvages.","NA","not included",NA,NA,"not included",NA,NA,NA,"not included",NA,"WWMeasure","not in version 1",NA,"not in Version 1","not in version 1","Added"
NA,NA,"education","Education","category","A measure or sample taken for education or training.","Use this purpose, for example, when teaching how to use the PHES-ODM.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","purposeCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Éducation","Une mesure ou un échantillon prélevé à des fins d'éducation ou de formation.","Utilisez cette objectif, par exemple, lorsque vous enseignez comment utiliser le PHES-ODM.","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","Added"
NA,NA,"orgTypeID","Organization Type ID","attribute","Specifies the type or purpose of a given organization.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fK","mandatory","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","30","ID du type d'organisation","Spécifie le type ou l'objectif d'une organisation donnée.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"envRnF","Rainfall","measure","Rainfall, i.e. amount of precipitation in the form of rain.","NA","Phy","siSpecimen","anyCompartment","siteFeat","precipClass","naNomenclature",NA,"NA","NA","precipitationUnits","see unit","naAggrSet","genQualitySet","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","see unit","see unit","0","30","Pluie","Pluie (toute précipitation sous forme liquide).","NA","not included",NA,NA,"not included",NA,"Rain","Norman is more specific with rain fall than ODM. two sub questions: Dry weather flow in WWTP during sampling day? Yes/No. and When was the last rain event? Provide number of days in the past. rather than directly asking amount of rain","not included",NA,"SiteMeasure","variableCategories",NA,"type","envRnF",NA
NA,NA,"envSnwD","Ground Snow Depth","measure","Total depth of snow on the ground.","NA","Phy","siSpecimen","anyCompartment","siteFeat","precipClass","naNomenclature",NA,"NA","NA","precipitationUnits","see unit","naAggrSet","genQualitySet","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","see unit","see unit","0","30","Épaisseur de neige au sol","Épaisseur de neige au sol.","NA","not included",NA,NA,"not included",NA,NA,NA,"not included",NA,"SiteMeasure","variableCategories",NA,"type","envSnwD",NA
NA,NA,"envSnwF","Snowfall","measure","Snowfall, i.e. amount of precipitation in the form of snow.","NA","Phy","siSpecimen","anyCompartment","siteFeat","precipClass","naNomenclature",NA,"NA","NA","precipitationUnits","see unit","naAggrSet","genQualitySet","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","see unit","see unit","0","30","Chute de neige","Neige (toute précipitations sous forme solide).","NA","not included",NA,NA,"not included",NA,NA,NA,"not included",NA,"SiteMeasure","variableCategories",NA,"type","envSnwF",NA
NA,NA,"epiDate","Episode Date","category","Episode date is the earliest of onset, test or reported date.","NA","naDomain","naSpecimenSet","humanCompartment","naGroup","naClass","naNomenclature",NA,"NA","popDateTypeCat","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciate","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","datetime","NA","NA","0","30","Date de l'episode","Date estimée à laquelle l'épisode de maladie s'est déclaré. Habituellement calculé en se basant sur la date des premiers symptémes, la date de test ou la date de reportage.","NA","not included","N/A",NA,"not included",NA,NA,NA,"not included",NA,"CovidPublicHealthData","variableCategories",NA,"dateType","episode","NA"
"MT","Is this same as covE?","eSarbeco","Sarbecovirus-specific E sars-cov-2 gene target","measure","Sarbecovirus-specific E sars-cov-2 gene target","NA","Bio","saSpecimen","anyCompartment","sarsCov2","mutation","naNomenclature",NA,"NA","NA","geneticUnits","see unit","naAggrSet","pcrQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","0","30","Gène cible de SRAS-CoV-2 sarbecovirus-spécifique E","Gène cible E de SRAS-CoV-2 spécifique du sarbecovirus","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"cdc","Child day care","category","Child day care facility.","NA","naDomain","naSpecimenSet","anyCompartment","colGrp","naClass","naNomenclature",NA,"NA","shedCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Garderie d'enfants","Garderie d'enfants","NA","Child day care",NA,"Institution_type",NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","Added from NWSS v2.0.2"
NA,NA,"expFail","Experiment Failed","quality","PCR experiment failed. No value reported.","Value should be blank for a measure with this qualityFlag value.","Bio","saSpecimen","anyCompartment","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","pcrQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Échec de l'expérience","L'expérience PCR a échoué. Aucune valeur rapportée.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"extractCatSet","Nucleic Acid Extraction Category Set","catSetPT","Category set used for storing all the valid category values for the nucleic acid extraction method.","NA","Bio","saSpecimen","anyCompartment","naGroup","naClass","naNomenclature",NA,"NA","extractCatSet","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","NA","NA","Ensemble de catégories d'extraction d'acide nucléique","Ensemble de catégories utilisé pour stocker toutes les valeurs de catégories valides pour la méthode d'extraction de l'acide nucléique.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"extraction","Nucleic acid extraction method","method","Description of the xtraction method.","Description of the method used to extract the sample","Bio","saSpecimen","anyCompartment","procGrp","naClass","naNomenclature",NA,"NA","extractCatSet","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording add categories from NWSS","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","100","Méthode d'extraction de l'acide nucléique","Description de la méthode d'extraction.","Description de la méthode utilisée pour extraire l'échantillon","extraction_method",NA,NA,"not included",NA,NA,NA,"RNA Extraction Method","Lab Methods","AssayMethod","variables",NA,"methodExtract","NA","deprecated to 'value' in MethodReport, or to MethodIDs?"
NA,"This now has an associated value with a 'volume' unit. Can also have aggregation","exvol","Extraction volume of sample","measure","Extraction volume of sample.","Size of the sample that is analyzed.","Phy","saSpecimen","anyCompartment","procGrp","physical","naNomenclature",NA,"NA","NA","volumeUnits","see unit","naAggrSet","genQualitySet","active","1.0","2.0","description wording and unit set","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","see unit","see unit","0","null","Volume d'extraction en mL","Volume d'extraction de l'échantillon","Taille de l'échantillon qui est analysé.","tot_conc_vol???","processing method","NA","sample volume or weight for DNA extraction",NA,"Volume of sample [mL]","SAMPLE PREPARATION","not included",NA,"AssayMethod","variables",NA,"extractionVolMl","NA","deprecated to 'value' in MethodReport, or to MethodIDs?"
NA,"cat of sampleMat","faeces","Fecal matter","category","Fecal matter.","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature",NA,"NA","sampleMatCat","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Matière fécale","Matiére fécale.","NA","not included",NA,"sample_matrix","not included",NA,NA,NA,"not included",NA,"Site","variableCategories",NA,"type","faeces","NA"
NA,NA,"fals","False value","category","a boolean 'false' or 'no' indicator.","Use these values and their set for any boolean measure or attribute.","naDomain","anySpecimen","anyCompartment","naGroup","naClass","naNomenclature",NA,"NA","tfCatSet","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","5","Valeur fausse","un indicateur booléen ""faux"" ou ""non"".","Utilisez ces valeurs et leur ensemble pour toute mesure ou attribut booléen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"fi","Inhibition present and unaddressed","quality","The original sample was inhibited; however, the inhibition has not been successfully addressed. Therefore, no concentration estimate has been reported.","NA","Bio","saSpecimen","anyCompartment","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","pcrQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","FI","L'échantillon original était inhibé ; cependant, l'inhibition n'a pas été traitée avec succès. Par conséquent, aucune estimation de la concentration n'a été rapportée.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"GitHub issue #94","field","Field sample","category","Specifies a sample taken from the field; directly collected from an area for testing.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","originCatSet","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Échantillon de champ","Spécifie un échantillon prélevé sur le terrain ; directement collecté dans une zone pour être testé.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"GitHub issue #94","fieldReplicate","Field sample replicate","category","A sample divided into two or more homogeneous parts.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","replicateCatSet","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Réplique du champ","Un échantillon divisé en deux ou plusieurs parties homogènes.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Depreciate","file","File","attribute","File containing the geometry of the polygon, blob format.","Depreciated in ODM version 2. See geoEPSG and geoWKT","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciate","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","blob","NA","NA","0","65535","fichier","Fichier représentant la géométrie du polygone (blob).","NA","not included","NA","NA","not included",NA,NA,NA,"not included",NA,"Polygon","variables",NA,"file","NA","NA"
NA,NA,"filt","Filtration","category","Describes solid separation from a wastewater sample via filtration. Proceeds further concentration or analysis of the liquid filtrate.","NA","allDo","saSpecimen","waterCompartment","procGrp","naClass","naNomenclature",NA,"NA","solidSeparationCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration","Décrit la séparation solide d'un échantillon d'eau usée par filtration. On procède ensuite à la concentration ou à l'analyse du filtrat liquide.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"corFcil","Correctional Facility","category","Correctional facility","NA","naDomain","naSpecimenSet","anyCompartment","colGrp","naClass","naNomenclature",NA,"NA","shedCat","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Établissement correctionnel","Établissement correctionnel.","NA","correctional",NA,"Institution_type",NA,NA,NA,NA,"not included",NA,"Site","variableCategories",NA,"type","corFcil","NA"
NA,NA,"firstName","First Name of Contact","attribute","Specifies the first name of a given contact.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","optional","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Prénom du contact","Spécifie le prénom d'un contact donné.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
