Version,2.0.0,,,,,,,
lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
eng,provisional,Provisional report,A provisional or interm report.,Use for measurement that are not yet finalized. Typically this purpose is not publicly reported.,2.0.0,2.0.0,added in V2.0.0,
eng,pSludge,Primary clarifier sludge,Sludge produced by primary clarifiers,NA,1.0.0,2.0.0,NA,
eng,pStat,Pumping station,Pumping station,NA,1.0.0,2.0.0,"description wording, structure",
eng,pstGrit,Post-grit,Raw wastewater after a treatment plant's headworks (post grit or removal of large solids at a treatment plant but priort to a primary clarifier),NA,1.0.0,2.0.0,NA,
eng,ptDescDep,Pretreatment description -  depreciated,If preTreatment then describe the treatment that was performed.,"Deprecated in version 2, please do not use. Use pretreatment methodID and specify further in summary and/or notes, if necessary.",1.0.0,2.0.0,"depreciated, absorbed into more general ""description"" part",
eng,ptot,Number of positive tests,Number of positive tests conducted within a day in a given region.,NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
eng,pubHealth,Public healith agency,Public health agency.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,public,Access to public,"If this is 'no', this data will not be available to the public. If missing, data will be available to the public.",NA,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema.",
eng,puro,Puro virus,Measure of the amount of puro virus.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,puroMat,Puro virus spike target,Puro Virus is used as the recovery efficiency control target.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,purpose,Purpose,The reason the measure or sample was taken.,"See allowed categories: report, quality control, validation study, test",2.0.0,2.0.0,NA,
eng,purposeSet,Purpose set,Purpose set for a sample or measure.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,q19e,q19e omicron-variant gene target,q19e omicron-variant gene target,NA,2.0.0,2.0.0,added in V2.0.0,
eng,q493r,q493r omicron-variant gene target,q493r omicron-variant gene target,NA,2.0.0,2.0.0,added in V2.0.0,
eng,q498r,q498r omicron-variant gene target,q498r omicron-variant gene target,NA,2.0.0,2.0.0,added in V2.0.0,
eng,q954h,q954h omicron-variant gene target,q954h omicron-variant gene target,NA,2.0.0,2.0.0,added in V2.0.0,
eng,qaqc,Quaility assurance method,Quality assurance and quality control method.,Description of the quality control steps taken,1.0.0,2.0.0,"description wording, deprecated",
eng,qf1,Quality concerns,"A flag to indicate there is a quality concern, not otherwise sepcified.",NA,1.0.0,2.0.0,added in V2.0.0,
eng,qgDNARNA,qiagen allprep dna/rna kit,Nucleic acid extraction performed using the qiagen allprep dna/rna kit.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
eng,qgDpcr,qiagen digital PCR,Describes a PCR analysis done using Qiagen's digital PCR technology.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,qgEz1,qiagen ez1 virus mini kit v2.0,Nucleic acid extraction performed using the qiagen ez1 virus mini kit v2.0.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
eng,qgPwrFecal,qiagen allprep powerfecal dna/rna kit,Nucleic acid extraction performed using the qiagen allprep powerfecal dna/rna kit.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
eng,qgPwrViral,qiagen allprep powerviral dna/rna kit,Nucleic acid extraction performed using the qiagen allprep powerviral dna/rna kit.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
eng,qgPwrWtr,qiagen powerwater kit,Nucleic acid extraction performed using the qiagen powerwater kit.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
eng,qgQiAmp,qiagen qiaamp buffers with epoch columns,Nucleic acid extraction performed using the qiagen qiaamp buffers with epoch columns.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
eng,qgRneasy,qiagen rneasy kit,Nucleic acid extraction performed using the qiagen rneasy kit.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
eng,qgRneasyPwr,qiagen rneasy powermicrobiome kit,Nucleic acid extraction performed using the qiagen rneasy powermicrobiome kit.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
eng,qpcr,Quantitative PCR,"Real-time PCR, also called 'quantAggScale' PCR",NA,2.0.0,2.0.0,added in V2.0.0,
eng,qualAggScale,Qualitative,The qualitative aggregation scale.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,qualityControl,Quality control,A measure or sample taken for the purpose of quality control.,Measures with this category are take to assess quality control.,2.0.0,2.0.0,added in V2.0.0,
eng,qualityFlag,Quality flag,A field for reporting any quality concerns - of lack thereof - for a sample or measure.,Types of quality flag vary on context; please see the qulaityFlagSet to be confirm.,2.0.0,2.0.0,added in V2.0.0,
eng,qualityID,Quality report ID,A unique identifier for a given quality report.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,qualityIndicators,Quality indicators,A measure of the quality of a reported value or sample.,Only used for the dictionary entries of parts.,2.0.0,2.0.0,added in V2.0.0,
eng,qualityIndSets,Quality indicator sets,"Sets of quality indicators or measures. For example, PCR have a quality measure set.",NA,2.0.0,2.0.0,added in V2.0.0,
eng,qualityReports,Quality reports table,The table for recording the various quality metrics and indicators for samples and measures.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,qualityReportsOrder,Quality rerpots table column order,Specifies the order of the columns in the Quality Reports table.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,qualityReportsRequired,Quality report table required headers,Specifies the columns required in the Quality Reports table.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,qualitySetID,Quality set,The quality set that corresponds to a given part. Only applicable for samples and measures.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,quantAggScale,Quantitative,"The ""quantAggScale"" aggregation scale.",NA,2.0.0,2.0.0,added in V2.0.0,
eng,r2,R squared,R-squared value of the calibration curve.,"Used for storing calibration curve information, potentially also applicable for other curve types.",2.0.0,2.0.0,added in V2.0.0,
eng,r203m,r203m delta-variant gene target,r203m delta-variant gene target,NA,2.0.0,2.0.0,added in V2.0.0,
eng,rainDpcr,Raindance digital PCR,Describes a PCR analysis done using Raindance's digital PCR technology.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,rainy,Rainy,"Qualitative category for the weather measure, specifying a rainy day.",NA,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
eng,ranSeq,Random sequencing selection method,Specifies the random selection method for sequencing,No primer set should be used if this is selected.,2.0.0,2.0.0,added in V2.0.0,
eng,ratio,Ratio,Ratio (unitless),Report as a real number or fration. i.e 10:2 ratio is reported as 5. The specifics of the ratio (the numerator and the demoninator) are described in the measure.,2.0.0,2.0.0,added in V2.0.0,
eng,raws,Raw wastewater,Raw wastes water sample,NA,1.0.0,2.0.0,NA,
eng,rawWW,Raw sewage at site,Wastewater without any form of treatment,NA,1.0.0,2.0.0,NA,
eng,rawWWdown,Raw sewage downstream from a site,Downstream from a site. See partType = rawWWup.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,rawWWup,Raw sewage upstream from a site,"Upstream from a site. Used when there is not direct access to a site's wastewater inconjuctiion with downstream sample. For example, if the site is a long-term care home, but ther is not access to the building or property cleanout. Use two sameple, one sample upstream and one sample downstream.",NA,2.0.0,2.0.0,added in V2.0.0,
eng,rdrpIP2,IP2 rdrp sars-cov-2 gene target,IP2 rdrp sars-cov-2 gene target,NA,2.0.0,2.0.0,added in V2.0.0,
eng,rdrpIP4,IP4 rdrp sars-cov-2 gene target,IP4 rdrp sars-cov-2 gene target,NA,2.0.0,2.0.0,added in V2.0.0,
eng,recDate,Date sample recieved,The date the sample was received at the laboratory for analysis.,NA,2.0.0,2.0.0,"added in V2.0.0, Update in line with Github Issue #211",
eng,recov,Recovered patients,Units for describing a population measure of patients who have recovered from a given disease.,Unit for a population or disease measure to explain population-level clinical effects.,2.0.0,2.0.0,added in V2.0.0,
eng,refLink,Reference link,"Link to the reference material for a part. May link to literature on a method, measure, etc.","Link to standard operating procedure for a measure or part. Part reference is a reference to a technical document that describes the part in detail. The reference could be a URL, DOI, or reference to a techincal report.",1.0.0,2.0.0,"description wording, structure",
eng,regular,Regular,A measure or sample taken for surveillance or epidemiology.,A 'regular' measure is the default. Missing data will be recoded to this purpose.,2.0.0,2.0.0,added in V2.0.0,
eng,regularReportTableSet,Regular reports table set,Tables used for daily reporting of new measurements and information on sample collection.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,relHum,Relative humidity,"The unit of relative humidity, or the air-water mixture. The ratio of the partial pressure of water vapor in the mixture to the equilibrium vapor pressure of water over a flat surface. of pure water at a given temperature.",NA,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
eng,relHumidUnitSet,Relative humidity unit set,Unit set for relative humidity measurements.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,repGrab,Representative grab sample,A single large representative grab sample.,"Deprecated in version 2, please do not use.",1.0.0,2.0.0,depreciated,
eng,replicateSet,Replicate Type set,The set for storing valid categorical values of replicate type.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,repNum,replicate number,The replicate number for a Ct or Cq value - used for specifying out a protocol standard curve.,"Only applies and used for aggregated standard curves, or curves that are used across multiple plates. Otherwise, these details can be captured in a measure report and specified by measure index.",2.0.0,2.0.0,added in V2.0.0,
eng,repOrg1,Primary reporting authority,"The primary or most responsible authority for rountine surveillance reports or findings, or where the site is located.","Use the `organizations` table to describe attributes such as the name and address of the organziation. Use `orgType`, `orgLevel` and `orgSector` to describe additional attributes. For example,whether the organization is a government agency (`orgType`), local (`orgLevel`), or public health (`orgSector). If the attributes are not specified, the default is version 1.1.0 `publicHealthDepartment` defined as 'The public health department or region where the site is located. See also `healthReg` if there is a separate regional health care delivery authority.`",1.1.0,2.0.0,"description wording, structure",
eng,repOrg2,Secondary reporting authority,"The secondary, additional or alternative authority for rountine surveillance reports or findings, or where the site is located.","Use the `organizations` table to describe attributes such as the name and address of the organziation. Use `orgType`, `orgLevel` and `orgSector` to describe additional attributes. For example,whether the organization is a government agency (`orgType`), local (`orgLevel`), or public health (`orgSector). If the attributes are not specified, the default is version 1.1.0 `healthRegion`, The health planning authority where is site is located. defined as 'The public health department or region where the site is located.'",1.1.0,2.0.0,"description wording, structure",
eng,reportable,Reportable,"Flag for whether a measure is reportable or not, based on confidence in the measure and methods applied.",NA,2.0.0,2.0.0,added in V2.0.0,
eng,reportDate,Report date,The date a measure was reported.,This date is the first date the laboratory or enity reported the measure findings to the public health or other enity who ordered the measure or is responsible for action. Use the analyses end date if the measure is part of a research study or other purpose that does not have a reporting entity.,1.0.0,2.0.0,"description wording, structure",
eng,reporterIDDep,Reporter ID depreciated,Unique identifier for the person or organization that is reporting the data.,NA,1.1.0,2.0.0,changed to contactID,
eng,reportersDep,Reporter table depreciated,"The table that contains information about a reporter of a sample, method, measure, or attribute.",NA,1.0.0,2.0.0,depreciated,
eng,repType,Replicate Type,"Attirbute of a sample, specifying whether the sample is unique, or a replicate. And if it is a replicate, what type of replicate is it?",NA,2.0.0,2.0.0,"added in V2.0.0, GitHub issue #94",
eng,resCosca,Resuspend COSCa filter collection,Nucleic acid extraction via resuspension of a sample collected using the COSCa ball method.,See partID = cosca for additional details.,2.0.0,2.0.0,added in V2.0.0,
eng,results,Results tables,"Tables used to record samples, measures and quality reports.",These tables are updated whenever a new sample is taken or a measure is reported. Quality reports are used to report quality assurance and quality control for samples and measures.,2.0.0,2.0.0,added in V2.0.0,
eng,retPond,Retention pond,Retention pond,NA,1.0.0,2.0.0,"description wording, structure",
eng,river,"River, natural water body","River, natural water body",NA,1.0.0,2.0.0,"description wording, structure",
eng,role,Role of contact,Specifies the organizational role of a given contact.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,rP100,"Rate per 100,000","Units for describing a population measure of a rate of case incidence per 100,000 people of a given disease.",Unit for a population or disease measure to explain population-level clinical effects.,2.0.0,2.0.0,added in V2.0.0,
