"","partID","partLabel","partType","shortName","partDesc","partInstr","domainID","specimenSet","compSet","groupID","classID","nomenclatureID","ontologyRef","latExp","catSetID","unitSetID","aggScaleID","aggSetID","qualitySetID","status","firstReleased","lastUpdated","changes","protocolSteps","protocolStepsRequired","protocolStepsOrder","protocolRelationships","protocolRelationshipsRequired","protocolRelationshipsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languages","languagesOrder","translations","translationsOrder","parts","sets","setsOrder","qualityReports","qualityReportsRequired","qualityReportsOrder","sampleRelationships","sampleRelationshipsRequired","sampleRelationshipsOrder","protocols","protocolsRequired","protocolsOrder","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","NWSS","NWSS_process","NWSS_notes","ENA","ENA_notes","NORMAN","NORMAN_note","W_SPHERE","W_SPHERE_Notes","NCBI","PHAGE","version1Table","version1Location","version1Table2","version1Variable","version1CatSetegory","version1to2Changes"
"281","hosc","Hospital Census","unit","NA","Hospital census or the number of people admitted with an ailment.","NA","Bio","poSpecimen","naCompartmentSet","naGroup","naClass","naNomenclature","NA","$people$","NA","naUnitSet","NA","linearAggrSet","genQualitySet","active","1.0","2.0","now a unit for any group or biologic infection","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","0","NA","NA","NA","Recensement des hôpitaux","Rencensement des patients admis à un hôpital avec la COVID-19.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","CovidPublicHealthData","variableCatSetegories","NA","type","hospCen","NA"
"282","hosptl","Hospital","category","NA","Hospital","NA","naDomain","naSpecimenSet","anyCompartment","colGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Hôpital","Hépital.","NA","short stay acute care hospital","NA","Institution_type","NA","NA","NA","NA","not included","NA","NA","NA","Site","variableCatSetegories","NA","type","hosptl","NA"
"283","hoTaWa","Holding Tank Wastewater Depreciated","category","NA","Wastewater from a holding tank, such as from an airplane or ship","Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature","NA","NA","collectCatSet","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","30","Eaux usées des réservoirs de stockage","Eaux usées provenant d'un réservoir de retenue, par exemple d'un avion ou d'un bateau.","Déprécié dans la version 2, ne pas utiliser. Duplicate des catégories sampleMat - référez-vous à celles-ci.","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","Sample","variableCatSetegories","NA","type","hTank","NA"
"284","htSam","Holding tank wastewater","category","NA","Wastewater sampled from a holding tank, such as from an airplane or ship","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Eaux usées des réservoirs de stockage","Wastewater sampled from a holding tank, such as from an airplane or ship","NA","holding tank","NA","sample_matrix","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"285","htSite","Holding tank","category","NA","Holding tank","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Réservoir de stockage","Bassin de stockage.","NA","NA","NA","Institution_type","NA","NA","NA","NA","not included","NA","NA","NA","Site","variableCatSetegories","NA","type","holdTnk","NA"
"286","humanCompartmentSet","Human compartment set","compSetPT","NA","A compartment set for measures and methods in the human compartment.","NA","Bio","anySpecimen","humanCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","15","Ensemble de compartiments d’humain.","Un ensemble de compartiments pour les mesures et les méthodes dans le compartiment humain.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"287","flowClass","Flow class","class","NA","Specifies a collection of measures/methods related to flow.","NA","Phy","siSpecimen","waterCompartment","naGroup","flowClass","naNomenclature","NA","NA","NA","naUnitSet","see unit","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Classe d'écoulement","Spécifie une collection de mesures/méthodes liées à l'écoulement.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"288","i1566v ","i1566v omicron-variant gene target","measure","NA","i1566v omicron-variant gene target","NA","Bio","saSpecimen","anyCompartment","sarsCov2","mutation","naNomenclature","NA","NA","NA","geneticUnitSet","see unit","naAggrSet","pcrQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","NA","NA","i1566v cible de gène de la variante omicron","Gène cible i1566v de la variante omicron.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"289","i3758v ","i3758v omicron-variant gene target","measure","NA","i3758v omicron-variant gene target","NA","Bio","saSpecimen","anyCompartment","sarsCov2","mutation","naNomenclature","NA","NA","NA","geneticUnitSet","see unit","naAggrSet","pcrQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","NA","NA","i3758v cible de gène de la variante omicron","Gène cible i3758v de la variante omicron.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"290","i82t","i82t delta-variant gene target","measure","NA","i82t delta-variant gene target","NA","Bio","saSpecimen","anyCompartment","sarsCov2","mutation","naNomenclature","NA","NA","NA","geneticUnitSet","see unit","naAggrSet","pcrQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","NA","NA","i82t cible de gène de la variante delta","Gène cible i82t de la variante delta.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"291","icd","International Classification of Diseases","nomenclature","NA","Classification system for diseases in humans.","NA","Bio","poSpecimen","humanCompartment","naGroup","disease","ICD","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Classification internationale des maladies","Système de classification des maladies chez les humains.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"292","icu","Intensive care unit patients","unit","NA","Units for describing a population measure of patients who are in intensive care due to a given cause.","Unit for a population or disease measure to explain population-level clinical effects.","Bio","poSpecimen","anyCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","quantAggScale","linearAggrSet","genQualitySet","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","0","NA","NA","NA","Patients des unités de soins intensifs","Unités pour décrire une mesure de population des patients qui sont en soins intensifs pour une cause donnée.","Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"293","index","Index","attribute","NA","Index number in case the measurement was taken multiple times.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.1","2.0","NA","NA","NA","NA","NA","NA","NA","header","optional","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","optional","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","NA","NA","0","50","Index","Index de la mesure dans le cas oé la méme mesure a été prise en replicata.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","WWMeasure","variables","NA","index","NA","NA"
"294","inhibMe","Inhibition measure","measure","NA","Parameter to report whether or not inhibition was detected in the sample.","Binary measure - detected or no.","Bio","saSpecimen","anyCompartment","miscMeas","sequence","naNomenclature","NA","NA","NA","booleanUnitSet","NA","naAggrSet","genQualitySet","active","1.1","2.0","structure change","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","see unit","see unit","NA","NA","Mesure d'inhibition","Paramètre permettant de signaler si une inhibition a été détectée ou non dans l'échantillon.","Mesure binaire - détecté ou non.","NA","NA","NA","NA","NA","NA","NA","Inhibition Control","Lab Methods","NA","NA","AssayMethod","variables","NA","inhibition","NA","deprecated to 'value' in MethodReport, or to MethodIDs?"
"295","inhibMeth","Inhibition method","method","NA","Description of the method used to evaluate molecular inhibition.","Description of the inhibition parameters.","Bio","saSpecimen","anyCompartment","measGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","structure change","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","100","Méthode d'inhibition","Description de la méthode utilisée pour évaluer l'inhibition moléculaire.","Description des paramètres d'inhibition.","inhibition_method","NA","NA","NA","NA","NA","NA","Inhibition Control","Lab Methods","NA","NA","AssayMethod","variables","NA","inhibition","NA","deprecated to 'value' in MethodReport, or to MethodIDs?"
"296","innovaprepUF","Innovaprep ultrafiltration","category","NA","Innovaprep ultrafiltration","NA","Che","naSpecimenSet","waterCompartment","procGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","genQualitySet","active","2.0","2.0","added in version 2, added from NWSS","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Ultrafiltration Innovaprep","Ultrafiltration Innovaprep","NA","concentration_method","precessing method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"297","input","Input","category","NA","Input for a table. Indicates an allowable measure or method within an input table.","`input` is used to indicate an allowable measure or method for a MeasureReport or MethodReport table. For example, covN1 is a specific measure that can be entered in the measureID field. Therefore, covN1 is has a value 'input' in the ReportTable column in the parts list. ODM users can generate their own custom template by modifying using the value 'input' for only the measures or methods that are applicable for their program.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Entrée","Entrée pour une table. Indique une mesure ou une méthode autorisée dans une table d'entrée.","`input` est utilisé pour indiquer une mesure ou une méthode autorisée pour une table MeasureReport ou MethodReport. Par exemple, covN1 est une mesure spécifique qui peut être saisie dans le champ measureID. Par conséquent, covN1 a la valeur ""input"" dans la colonne ReportTable de la liste des pièces. Les utilisateurs d'ODM peuvent générer leur propre modèle personnalisé en modifiant la valeur ""input"" pour les seules mesures ou méthodes applicables à leur programme.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"298","instrumentID","Instrument ID","attribute","NA","A unique identifier for an instrument.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.1","2.0","description wording, structure","fK","optional","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pK","mandatory","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","10","ID de l'instrument","Identifiant unique pour l'instrument de mesure.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","Instrument","variables","NA","instrumentID","NA","NA"
"299","instruments","Instrument Table","table","in","The table that contains information about instruments.","adapt from verson 1 documentation","naDomain","naSpecimenSet","naCompartmentSet","naGroup","programDescr","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Table d'instruments","La table qui contient de l'information sur les instruments.","adapter de la documentation de la version 1","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","Tables","Instrument","NA","NA","NA"
"300","instrumentsOrder","Instruments table column order","tableSupport","NA","Specifies the order of the columns in the Instruments table.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","1","NA","NA","NA","Ordre des colonnes du tableau des instruments","Spécifie l'ordre des colonnes dans le table d'instruments.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"301","instrumentsRequired","Requirement","tableSupport","NA","Specifies the columns required in the Instruments table.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Exigences de la table des instruments","Spécifie les colonnes requises dans une table Instruments.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
