"partID","partLabel","partType","shortName","partDesc","partInstr","domain","specimenSet","compartmentSet","group","class","nomenclature","ontologyRef","latExp","mmaSet","unitSet","aggregationScale","aggregationSet","qualityIndSet","missingnessSet","status","firstReleased","lastUpdated","changes","protocolSteps","protocolStepsRequired","protocolStepsOrder","protocolRelationships","protocolRelationshipsRequired","protocolRelationshipsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languages","languagesRequired","languagesOrder","translations","translationsRequired","translationsOrder","parts","partsRequired","partsOrder","sets","setsRequired","setsOrder","qualityReports","qualityReportsRequired","qualityReportsOrder","sampleRelationships","sampleRelationshipsRequired","sampleRelationshipsOrder","protocols","protocolsRequired","protocolsOrder","countries","countriesRequired","countriesOrder","zones","zonesRequired","zonesOrder","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","nwss","nwssProcess","nwssNotes","ena","enaNotes","norman","normanNote","wSphere","wSphereNotes","ncbi","phage","version1Table","version1Location","version1Variable","version1Category","version1to2Changes"
"custodyID","Data custodian ID","attributes",NA,"The data custodian of a database. ","Use Organization ID to populate this field, and the organizations table to describe contact information and other details for the data custodian. ","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","active","2.0.0","2.0.0","added in V2.0; github issue #205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fK","mandatory",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Responsable des données","Le gestionnaire des données d'une base de données. ","Utilisez Organisation pour décrire les coordonnées et autres détails du dépositaire des données.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d377y","d377y delta-variant gene target","measurements",NA,"d377y delta-variant gene target.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"d377y cible du gène variante delta","Gène cible d377y de la variante delta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d3g ","d3g omicron-variant gene target","measurements",NA,"d3g omicron-variant gene target.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"d3g cible du gène variante omicron","Gène cible d3g de la variante omicron.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d63g","d63g delta-variant gene target","measurements",NA,"d63g delta-variant gene target.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"d63g cible du gène variante delta","Gène cible d63g de la variante delta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d796y ","d796y omicron-variant gene target","measurements",NA,"d796y omicron-variant gene target.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"d796y cible du gène variante omicron","Gène cible d796y de la variante omicron.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d950n","d950n delta-variant gene target","measurements",NA,"d950n delta-variant gene target.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"d950n cible du gène variante delta","Gène cible d950n de la variante delta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daiCo","Daily count","units",NA,"Units for describing a population measure of a daily count of new cases of a given disease.","Unit for a population or disease measure to explain population-level clinical effects.","bio","poSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet","quantAggScale","linearAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0","input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integer","0",NA,NA,NA,"Compte quotidien","Unités pour décrire une mesure de population d'un compte quotidien de nouveaux cas d'une maladie donnée.","Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"datasetDate","Dataset creation date","attributes",NA,"Specifies the date a given dataset was created.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","recommended",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"datetime",NA,NA,0,30,"Date de création du fichier de données","Spécifie la date de création d'un ensemble de données donné.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"siteID","Site ID","attributes",NA,"Unique identifier for the location where a sample was taken.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","active","1.0.0","2.0.0","description wording, structure",NA,NA,NA,NA,NA,NA,"fK","recommended",6,NA,NA,NA,NA,NA,NA,"pK","mandatory",2,"fK","mandatory",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"ID du site","Identifiant unique pour l'échantillon. Suggestion:siteID-date-index.",NA,NA,NA,NA,NA,NA,NA,NA,"Site ID","sites",NA,NA,"SiteMeasure; WWMeasure; SiteMeasure","variables","siteID",NA,NA
"datasets","Dataset table","tables","ds","A report table for capturing details about data's parental data set and data custodians. Supplying attribution for data collectors.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","programDescr","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Table de sources de données","Une table de rapport pour capturer les détails sur l'ensemble de données parentales et les dépositaires de données. Fournir une attribution pour les collecteurs de données.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"datasetsOrder","Datasets table column order","tableSupport",NA,"Specifies the order of the columns in a Datasets table.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integer","1",NA,NA,NA,"L’ordre des colonnes de la table d'ensemles de données","Indique l’ordre des colonnes dans une table d'ensembles de données.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"datasetsRequired","Dataset table required headers","tableSupport",NA,"Specifies the columns required in a Datasets table.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Exigences de la table d'ensembles de données","Indique les colonnes requises dans une table d'ensembles de mesure.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dataTypes","Data types","partType",NA,"The data type for a part.","Data types used in the ODM include: varchar, booleen, float, category, date, time, datetime, url, email. dataType corresponds the the entry or cell within a data table, most commonly within a report table. If the data entry has a unit, then the dataType corresponds to the unit and the dataType refers to 'unit'. If the data entry is a category, then the dataType refers to 'category'. All categories are varchar. Otherwise the dataType is identifed within the part entry. TBA: dataType for dictionary.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,12,"Type de données","Le type de données pour une partie.","Les types de données utilisés dans l'ODM comprennent : varchar, booleen, float, category, date, time, datetime, url, email. dataType correspond à l'entrée ou à la cellule dans une table de données, le plus souvent dans une table de rapport. Si l'entrée de données a une unité, alors le type de données correspond à l'unité et le type de données fait référence à 'unité'. Si l'entrée de données est une catégorie, alors le dataType fait référence à 'category'. Toutes les catégories sont de type varchar. Sinon, le type de données est identifié dans l'entrée de la pièce. TBA : type de données pour le dictionnaire.",NA,NA,NA,NA,NA,"Type of data","Serial no.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"date","Date","attributes",NA,"Date","date on which the assayMethod was created or updated (for version update).","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","depreciated","1.0.0","2.0.0","depreciate, update in line with Github Issue #211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"datetime",NA,NA,0,30,"Date","Date à laquelle la méthode d'analyse (ou une nouvelle version d'une méthode existante) a été crée.",NA,"sample_collect_date",NA,NA,"collection date",NA,NA,NA,"date/time",NA,NA,NA,"AssayMethod","variables","date",NA,"depricate???"
"datetime","Datetime data type","dataTypes",NA,"The data type for date and time data.","Only used for the dictionary entries of parts.","naDomain","naSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,15,"Type de données date-heure","Le type de données pour les données de date et d'heure.","Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"days","Days","units",NA,"A unit for indicating a length of time in days.",NA,"allDo","anySpecimenSet","anyCompartmentSet","miscMeas","time","naNomenclature",NA,"$days$",NA,"timeUnitSet","quantAggScale","linearAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integer","0",NA,NA,NA,"Jours","Unité permettant d'indiquer une durée en jours.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ddcovE","ddcov_e sars-cov-2 gene target","measurements",NA,"ddcov_e sars-cov-2 gene target.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"ddcov_e cible du gène sars-cov-2","Gène cible ddcov E de SRAS-CoV-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ddcovN ","ddcov_n sars-cov-2 gene target","measurements",NA,"ddcov_n sars-cov-2 gene target.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"ddcov_n cible du gène sars-cov-2","Gène cible ddcov N  de SRAS-Co.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"death","Deaths","units",NA,"Units for describing a population measure of patients who have died from a given cause.","Unit for a population or disease measure to explain population-level clinical effects.","bio","poSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet","quantAggScale","linearAggrSet","genQualitySet",NA,"active","2.0.0","2.0.0","added in V2.0.0","input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integer","0",NA,NA,NA,"Morts","Unités pour décrire une mesure de population des patients décédés d'une cause donnée.","Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"del143","del143/145 ","measurements",NA,"143 or 145 deletion omicron-variant gene target.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"143 ou 145 délétion variante omicron cible du gène","Gène cible la délétion 143 ou 145 de la variante omicron.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"del157","del 157/158","measurements",NA,"157 or 158 deletion delta-variant gene target",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"157 ou 158 délétion variante delta cible du gène","Gène cible la délétion 157 ou 158 de la variante delta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"del2084","del2084/2084 ","measurements",NA,"2084 or 2084 deletion omicron-variant gene target.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"2084 ou 2084 délétion cible du gène variante omicron","Gène cible la délétion 2084 ou 2084 de la variante omicron.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"del212","del212/212 ","measurements",NA,"212 or 212 deletion omicron-variant gene target.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"212 ou 212 délétion variante omicron cible du gène","Gène cible la délétion 212 ou 212 de la variante omicron.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"del3674","del3674/3676 ","measurements",NA,"3674 or 3676 deletion omicron-variant gene target.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"3674 ou 3676 délétion du gène variante omicron cible","Gène cible la délétion 3674 ou 3676 de la variante omicron.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"del6970","del69/70","measurements",NA,"69 or 70 deletion omicron-variant gene target.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"69 ou 70 délétion variante omicron cible du gène","Gène cible la délétion 69 ou 70 de la variante omicron.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"delta","Delta","measurements",NA,"B.1.617.2",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","variant","who",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","seqQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0","input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"Delta","B.1.617.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"depreciated","Depreciated","categories",NA,"Indicator to say that a part is no longer in current use in the model. See partID = status",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Déprécié","Indicateur permettant de dire qu'une pièce n'est plus utilisée actuellement dans le modèle. Voir partID = status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
