partID,label,partType,partDesc,partInstr,fKAliasID,domain,specimenSet,compartmentSet,group,class,nomenclature,ontologyRef,latExp,mmaSet,unitSet,aggregationScale,aggregationSet,qualityIndSet,missingnessSet,status,firstReleased,lastUpdated,changes,protocolSteps,protocolStepsRequired,protocolStepsOrder,protocolRelationships,protocolRelationshipsRequired,protocolRelationshipsOrder,measures,measuresRequired,measuresOrder,measureSets,measureSetsRequired,measureSetsOrder,datasets,datasetsRequired,datasetsOrder,sites,sitesRequired,sitesOrder,samples,samplesRequired,samplesOrder,addresses,addressesRequired,addressesOrder,contacts,contactsRequired,contactsOrder,organizations,organizationsRequired,organizationsOrder,phActions,phActionsRequired,phActionsOrder,calculations,calculationsRequired,calculationsOrder,instruments,instrumentsRequired,instrumentsOrder,polygonRelationships,polygonRelationshipsRequired,polygonRelationshipsOrder,polygons,polygonsRequired,polygonsOrder,accessions,accessionsRequired,accessionsOrder,languages,languagesRequired,languagesOrder,translations,translationsRequired,translationsOrder,parts,partsRequired,partsOrder,sets,setsRequired,setsOrder,qualityReports,qualityReportsRequired,qualityReportsOrder,sampleRelationships,sampleRelationshipsRequired,sampleRelationshipsOrder,protocols,protocolsRequired,protocolsOrder,countries,countriesRequired,countriesOrder,zones,zonesRequired,zonesOrder,wideNames,wideNamesRequired,wideNamesOrder,refLink,dataType,minValue,maxValue,minLength,maxLength
sewEq,Sewage equivalent,measurements,Equivalent unconcentrated volume of wastewater or mass of sludge in PCR reaction,,,phy,saSpecimenSet,waterCompartmentSet,procGrp,standardConc,naNomenclature,,,,volumeUnitSet,seeUnitAggScale,linearAggrSet,genQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,integer,0,,,
sewerNetworkFileBLOB,Sewer network file link depreciated,attributes,Link to a file that has any detailed information about the sewer network associated with the site (any format).,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,depreciated,1.0.0,2.0.0,depreciated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
sewTrTi,Sewage travel time,measurements,"A measure of sewage travel time, often approximate, from sewage source to the sampling site.",,,phy,siSpecimenSet,waterCompartmentSet,siteFeat,physical,naNomenclature,,,,timeUnitSet,seeUnitAggScale,linearAggrSet,genQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,integer,0,,,
shaker,Shaker aggitation speed,measurements,The speed/aggitation level for a shaker plate/shaker platform.,,,phy,saSpecimenSet,anyCompartmentSet,procGrp,speed,naNomenclature,,,,speedUnitSet,quantAggScale,linearAggrSet,genQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,integer,,,0,30
shasta,Shasta,categories,A sequencing software that is a fast assembler optimized for nanopore long-read data.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://paoloshasta.github.io/shasta/,varchar,,,0,50
shedSet,Sampleshed set,mmaSets,The set for all valid values of sampleshed.,,,naDomain,naSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,,,shedSet,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
shigella,Shigella,measurements,Shigella,,,bio,saSpecimenSet,anyCompartmentSet,shigellaGrp,organism,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,linearAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
shigellaGrp,Shigella Group,groups,A group of measures/methods related to shigella bacteria.,Used to describe the organism information for general measures.,,bio,saSpecimenSet,anyCompartmentSet,shigellaGrp,organism,naNomenclature,,,,naUnitSet,seeUnitAggScale,naAggrSet,,,active,2.2.0,2.2.0,added in V2.2.0,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
ship,Ship,categories,A cruise ship or other ship.,,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,input,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
shipOnIce,Shipped on ice,methods,Was the sample kept cool while being shipped to the lab,,,allDo,saSpecimenSet,anyCompartmentSet,procGrp,naClass,naNomenclature,,,booleanSet,unitlessUnitSet,qualAggScale,booleanAggrSet,genQualitySet,genMissingnessSet,active,1.0.0,2.0.0,added in V2.0.0,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,categorical,,,0,30
shortBRED,ShortBRED Software,categories,Software tool that screens for known AMR genes in shotgun metagenomic sequencing data.,,,naDomain,naSpecimenSet,naCompartmentSet,amrGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://huttenhower.sph.harvard.edu/shortbred/,varchar,,,0,50
sampleRelationshipsOrder,Sample relationships table column order,tableSupport,Specifies the order of the columns in a Sample Relationships table.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,90,,,,,,,,,,,,,,,,,,,,,,,integer,1,,,
shortRead,Read Lengths Shorter Than Expected,qualityIndicators,Read lengths are shorter than expected.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.3.0,2.3.0,added in V2.3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,varchar,,,0,30
shortSets,Shorthand or Short Name Set Type,partTypes,Sets used to group together short names for tables or part types in ODM.,,,naDomain,saSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
shrtNameSet,Short Name Set,shortSets,"The abbreviated short name used to reference the The table that contains information about addresses. Addresses can recorded for sites, organizations or contacts (indivduals). ",,,naDomain,naSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.2.2,2.2.2,added in V2.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
si,Sites table Shorthand,shortName,The abbreviated short name used to reference the The table that contains information about a site; the location where an environmental sample was taken.,table,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.2.2,2.2.2,added in V2.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
sickle,Sickle,categories,A sequencing data processing application that is a quality-based trimming tool for Illumina data with single-end and paired-end support.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/najoshi/sickle,varchar,,,0,50
sin,Single,aggregations,"A value that is not an aggregate measurement (ie. not a mean, median, max or any other) and can be a replicate value.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,quantAggScale,naAggrSet,,,active,1.0.0,2.0.0,,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,seeUnitVal,seeUnitVal,,
sinLay,Single Layout,categories,Specifies the single layout for a sequencing method,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
sinProbeOne,"Singleplex, probe-based, one-step RT-qPCR",categories,"Describes a PCR method that is singleplex, probe-based, and one-step RT-qPCR.",,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,pcr,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
siSaSpecimenSet,Site or sample specimen set,specimenSets,A specimen set that inculdes site or sample specimen.,,,naDomain,siSaSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,50
siSpecimenSet,Site specimen set,specimenSets,A specimen set that inculdes only a site specimen.,,,naDomain,siSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,50
sistr,Salmonella In Silico Typing Resource (SISTR),categories,Salmonella In Silico Typing Resource (SISTR). Used for in silico serotyping of Salmonella enterica based on whole-genome sequencing. Combines genomic data with the traditional White-Kauffmann-Le Minor serotyping scheme.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLI: https://github.com/phac-nml/sistr_cmd    Web app: https://lfz.corefacility.ca/sistr-app/  ,varchar,,,0,50
sit,Site,specimens,A measure made on a compartment or property at a site.,"An example is the wastewater flow rate, taken at a wasteawater treatment plant.",,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
siteMeasureID,Site measure ID,attributes,Unique identifier for wide table only. Use when all measures are performed on a single sample.,Depreciate in version 2. siteMeasures ,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,depreciated,1.0.0,2.0.0,depreciated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
siteFeat,Site features group,groups,A group of environmental measures/methods and those pertaining to the features of a site.,,,allDo,siSpecimenSet,anyCompartmentSet,siteFeat,naClass,naNomenclature,,,,naUnitSet,seeUnitAggScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
relDateStart,Measure relevance start date,attributes,The start date of the relevancy period of a measure - mostly for time-varrying metrics for sites or polygons.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,2.3.0,2.3.0,added in V2.3.0,,,,,,,header,mandatoryIf,15,,,,,,,,,,,,,,,,,,,,,,header,optional,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,datetime,,,0,30
geoLong,Longitude,attributes,"Geographical location, longitude in decimal coordinates, ie.: (-75.695000)",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,1.0.0,2.0.0,,,,,,,,,,,,,,,,,header,mandatoryIf,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,float,-180,180,,
siteLevelSet,Site Level Category Set,mmaSets,The category set containing all valid entries for the siteLevel field.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,siteLevelSet,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
sourceProtocol,Source Protocol ID,attributes,"A protocol that served as a basis for another protocol. This may be due to version changes, or a referencing a protocol that was later adapted.",Populate with protocolID.,protocolID,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fK,optional,1,,,,,,,,,,,varchar,,,0,30
sites,Sites table,tables,The table that contains information about a site; the location where an environmental sample was taken. The site of an eviromental sample. Information in the site table does not regularly change. Consider using the MeasureReport table if the infomation changes often. The short name for the table (partID) can be found in the instructions field.,si,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,programDescr,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,1.0.0,2.0.0,"description wording, structure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,40,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
protocolsRequired,Protocols table required headers,tableSupport,Specifies the columns required in the Protocols table.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,92,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
protocolsOrder,Protocols table column order,tableSupport,Specifies the order of the columns in the Protocols table.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,93,,,,,,,,,,,,,,,,,,,,,,,integer,1,,,
geoEPSG,European Petroleum Survey Group Coordinates,attributes,The unique EPSG code specifying a given geospatial area.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,header,mandatoryIf,18,,,,,,,,,,,,,,,,,,,,,,,,,header,mandatory,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,float,,,0,30
siteTypeSet,Site set,mmaSets,set for the type of sampling site.,,,naDomain,naSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,,,siteTypeSet,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
skewer,Skewer,categories,A sequencing data processing application that is a fast tool for adapter trimming and quality trimming in Illumina data.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/relipmoc/skewer,varchar,,,0,50
skimMilkFloc,Skimmed milk flocculation,categories,Skimmed milk flocculation,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,genQualitySet,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
slFlow,Slow-flowing,categories,A quality of a body of water wherein there is a slow flow.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,50
slod,Sample Limit of Detection (LOD),measurements,"The minimum level of a target within a sample that would be consistently detectable considering all sample processing steps, from sample concentration leading up to and including amplification and quantification steps of RT-qPCR. In this Protocol, the SLOD is the concentration factor-adjusted ALOD, which provides a theoretical estimate of the minimum concentration in the original sample that would yield consistent detection of the target, assuming no method losses.",,,bio,saSpecimenSet,anyCompartmentSet,procGrp,pcr,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,otherAggrSet,measQualitySet,genMissingnessSet,active,2.2.0,3.0.0,changed quality indicator set from general to measure.,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
slope,slope,units,Slope value of the calibration curve.,"Used for storing calibration curve information, potentially also applicable for other curve types.",,allDo,siSaSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,$$,,naUnitSet,qualAggScale,otherAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,float,,,0,30
sludgeNS,Wastewater Sludge - non-specified,categories,"Sample material is wastewater sludge - whether primary, secondary or other is unspecified.",,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
slur,Slurry,categories,An quality in which the fluid like material is more viscous due to the suspension of insoluble solid particles.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,50
sm,Siemens per meter,units,Siemens per meter (S/m),,,phy,siSaSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,$S/{m}$,,naUnitSet,quantAggScale,linearAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,integer,0,,,
smalt,SMALT,categories,SMALT. A highly parallelized mapper. High-speed aligner for genomic DNA reads. Best for: Applications requiring flexibility with non-standard parameters.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sourceforge.net/projects/smalt/,varchar,,,0,50
smarterThruPLEX,SMARTer ThruPLEX Plasma-seq Kit,categories,"SMARTer ThruPLEX Plasma-seq Kit by Takara Bio. A library prep kit optimized for low-input DNA, including cell-free DNA for liquid biopsy studies.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
smgm,Skim Milk–Glycerol Medium,categories,"A buffer solution/medium that protects bacteria in environmental samples, preventing freeze-thaw damage.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
smoothing,Smoothing Calculation Type,categories,"A technique used to reduce short-term fluctuations in data to better reveal underlying trends or patterns, such as using moving averages or splines.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
snap,Snap,categories,"Snap. A highly parallelized mapper. Ultrafast, designed for genomic and RNA-seq applications. Best for: Large-scale sequencing projects.",,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/amplab/snap (alignment tool),varchar,,,0,50
snapp,SNAPP Software,categories,A lineage or clade analysis software tool in BEAST for species delimitation and clade analysis in population genomics.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.beast2.org/snapp/,varchar,,,0,50
snfl,Sewer network file link depreciated 2,attributes,Link to a file that has any detailed information about the sewer network associated with the site (any format).,Depreciate in version 2. This attribute has been changed to referenceLink. Use po_referenceLink to specify polygon link to sewer network file.,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,depreciated,1.0.0,2.0.0,depreciated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
snowy,Snowy,categories,"Qualitative category for the weather measure, specifying a snowy day.",,,naDomain,naSpecimenSet,naCompartmentSet,siteFeat,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
soap2,Soap2,categories,Soap2. A specialized read mapper. High-throughput short-read mapper. Best for: Alignment of short Illumina reads.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://soap.genomics.org.cn/soap2.html,varchar,,,0,50
soap3,Soap3,categories,Soap3. A specialized read mapper. High-throughput short-read mapper. Best for: Alignment of short Illumina reads.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reference: http://soap.genomics.org.cn (includes SOAP3 info),varchar,,,0,50
soapDenovo,SOAPdenovo,categories,"A sequencing software that is an assembler for short-read data, suited to large and complex genomes.",,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://soap.genomics.org.cn/soapdenovo.html ,varchar,,,0,50
