Version,2.2.0,,,,,,,,
translationID,lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
tra000702,eng,repOrg1,Primary reporting authority ID,"The primary or most responsible authority for rountine surveillance reports or findings, or where the site is located. ","Use the `organizations` table to describe attributes such as the name and address of the organziation. Use `orgType`, `orgLevel` and `orgSector` to describe additional attributes. For example,whether the organization is a government agency (`orgType`), local (`orgLevel`), or public health (`orgSector). If the attributes are not specified, the default is version 1.1.0 `publicHealthDepartment` defined as 'The public health department or region where the site is located. See also `healthReg` if there is a separate regional health care delivery authority.`",1.1.0,2.0.0,"description wording, structure",
tra000703,eng,repOrg2,Secondary reporting authority ID,"The secondary, additional or alternative authority for rountine surveillance reports or findings, or where the site is located. ","Use the `organizations` table to describe attributes such as the name and address of the organziation. Use `orgType`, `orgLevel` and `orgSector` to describe additional attributes. For example,whether the organization is a government agency (`orgType`), local (`orgLevel`), or public health (`orgSector). If the attributes are not specified, the default is version 1.1.0 `healthRegion`, The health planning authority where is site is located. defined as 'The public health department or region where the site is located.'",1.1.0,2.0.0,"description wording, structure",
tra000704,eng,relationshipID,Relationship between entities,Attribute for specifying the relationship between a sample subject and object.,"Together with `sampleIDSubject` and `sampleRelID`, a row of the `sampleRelationships` should say: [sampleIDSubject] is a [sampleID] of [sampleIDObject]",2.0.0,2.0.0,added in V2.0.0,
tra000705,eng,geoLat,Latitude,"Geographical location, latitude in decimal coordinates, ie.: (45.424721)",NA,1.0.0,2.0.0,NA,
tra000706,eng,sampleMatSet,Sample material set,set for the types of material that can be found in a sample.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000707,eng,setsOrder,Sets table column order,Specifies the order of the columns in the Sets table.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000708,eng,setsRequired,Sets table required headers,Required headers in the Sets table.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000709,eng,sites,Sites table,The table that contains information about a site; the location where an environmental sample was taken.,The site of an eviromental sample. Information in the site table does not regularly change. Consider using the MeasureReport table if the infomation changes often. ,1.0.0,2.0.0,"description wording, structure",
tra000710,eng,stepIDObj,Step ID Object,"The object of the relationship between one protocol step and another step or protocol, within a given protocol ID container.",Populate this field using Protocol Step ID (partID = stepID). Together with `protocolIDSub` or `stepIDSub` and `relationshipID` the row of `protocolRelationships` should say: [protocolIDSubject or stepIDSubject]  [relationshipID] [protocolIDObject or stepIDObject]. Ex: stepIDSubject  precedes protocolIDObject.,2.0.0,2.0.0,added in V2.0.0,
tra000711,eng,sampleRelSet,Sample relationships set,set for valid values of relationshipID in the sampleRelationships table.,Use only for sampleRelationships table relationshipID.,2.0.0,2.0.0,added in V2.0.0,
tra000712,eng,qualityReportsRequired,Quality report table required headers,Specifies the columns required in the Quality Reports table.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000713,eng,geoLong,Longitude,"Geographical location, longitude in decimal coordinates, ie.: (-75.695000)",NA,1.0.0,2.0.0,NA,
tra000714,eng,qualityReportsOrder,Quality rerpots table column order,Specifies the order of the columns in the Quality Reports table.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000715,eng,measures,Measure report table,The table that contains information and details about a given measure,adapt from verson 1 documentation,1.0.0,2.0.0,combined all measures tables into a single table,
tra000716,eng,sewerNetworkFileBLOB,Sewer network file link depreciated,Link to a file that has any detailed information about the sewer network associated with the site (any format).,NA,1.0.0,2.0.0,depreciated,
tra000717,eng,sarsCov2,SARS-CoV-2,A group of measures/methods related to the SARS-CoV-2 virus.,"SARS-CoV-2 measures have the following classes: proteins, alleles, variants, mutations, diseases.",2.0.0,2.0.0,added in V2.0.0,
tra000718,eng,saSpecimenSet,Sample specimen set,A specimen set that inculdes only a sample specimen.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000719,eng,wwtpMuC,Municipal wastewater treatment plant for combined sewage,Municipal wastewater treatment plant for combined sewage,NA,1.0.0,2.0.0,"description wording, structure",
tra000720,eng,airTemp,Environmental temperature,Environmental temperature.,NA,1.0.0,2.0.0,"description wording, structure",
tra000721,eng,scriptSet,Sequencing script version set,The set for script versions ,NA,2.0.0,2.0.0,added in V2.0.0,
tra000722,eng,bod5c,5-Day carbonaceous biochemical oxygen demand,"The quantity of oxygen utilized for the biochemical degradation of organic matter under standard laboratory procedures in five (5) days in the presence of a nitrification inhibitor, expressed in milligrams per litre (mg/l).",NA,1.1.0,2.0.0,"description wording, structure",
tra000723,eng,bod5t,5-day total biochemical oxygen demand,5 day total biochemical oxygen demand.,NA,1.1.0,2.0.0,"description wording, structure",
tra000724,eng,envSnwF,Snowfall,"Snowfall, i.e. amount of precipitation in the form of snow.",NA,1.0.0,2.0.0,"description wording, structure",
tra000725,eng,floRate,Flow rate,Wastewater volumetric flow rate at the sample collection location over the 24-hr period during which the sample was collected.," If only an instantaneous flow measurement is available, it may be reported in units of million gallons per day. ",1.0.0,2.0.0,"description wording, structure",
tra000726,eng,seeUnitAggScale,See unit (aggregation scales),A value for aggregation scale to be used when the aggregation scale depends on that specified in the parts list entry for the unit. ,"When you encounter this value, see the unit being used for that entry and follow that aggregation scale entry.",2.0.0,2.0.0,added in V2.0.0,
tra000727,eng,seeUnitData,See unit (data type),The data type entry when the data type for a given entry is specified by the unit used.,"Only used for measures, which is where the data type entry is used to validate the entry in the value field. For these cases, however, the data type is more dependant on the unit than the measure , and so this entry directs users to consult the data type of the unit.",2.0.0,2.0.0,added in V2.0.0,
tra000728,eng,seeUnitVal,See unit (value),"A value for maximum or minimum value in the dictionary, use when the maximum or minimum value is determined by the unit. ","Used for measures when the constraints on maximum and minimmum value are specified by the unit, not the measure.",2.0.0,2.0.0,added in V2.0.0,
tra000729,eng,loq,Limit of quantification (LOQ),Loq,Limit of quantification (LOQ) for this method if one exists.,1.1.0,2.0.0,added in V2.0.0,
tra000730,eng,snfl,Sewer network file link depreciated 2,Link to a file that has any detailed information about the sewer network associated with the site (any format).,Depreciate in version 2. This attribute has been changed to referenceLink. Use po_referenceLink to specify polygon link to sewer network file.,1.0.0,2.0.0,depreciated,
tra000731,eng,storTempDef,Sewer network file blob,A file blob that has any detailed information about the sewer network associated with the site (any format).,"Deprecated in version 2, please do not use. Refer to WKT and EPSG instead.",1.0.0,2.0.0,depreciated,
tra000732,eng,tyOtDep2,Type other depreciate2,Description of the site when the site is not listed. See siteType.,NA,1.0.0,2.0.0,depreciated,
tra000733,eng,phos,Total phosphorous,Total phosphorous,NA,1.1.0,2.0.0,"description wording, structure",
tra000734,eng,seqLaySet,Sequencing Layout set,The set for the layout of genetic material used in sequencing,NA,2.0.0,2.0.0,added in V2.0.0,
tra000735,eng,seqSelSet,Sequencing selection method set,The set for the selection method used in sequencing,NA,2.0.0,2.0.0,added in V2.0.0,
tra000736,eng,seqStratSet,Sequencing Strategy set,The set for the sequencing strategy used for an analysis,NA,2.0.0,2.0.0,added in V2.0.0,
tra000737,eng,serialDilution,Serial dilution,The serial dilution method for assessing inhibition.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000738,eng,phostot,Total Phosphates,Total phosphates,NA,1.1.0,2.0.0,"description wording, structure",
tra000739,eng,status,Status,Whether the part is still active and can be used in the most current ODM version. Values are 'active' or 'inactive'.,The status of the part or list. 'active' means the part is used in the dictionary version. 'inactive' means the part has been retired and not longer used in the version.,1.0.0,2.0.0,added in V2.0.0,
tra000740,eng,sampleRelationshipsRequired,Sample relationships table required headers,Specifies the columns required in a Sample Relationships table.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000741,eng,sampleRelationshipsOrder,Sample relationships table column order,Specifies the order of the columns in a Sample Relationships table.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000742,eng,measureSets,Measure set report table,The table that identifies sets of measures.,"Examples of measure sets include a set of replicates, dilutions (used to generate a Ct curve) or varients that are identified in a single sample.",2.0.0,2.0.0,added in V2.0.0,
tra000743,eng,firstReleased,First released version,The version in which a part was first released,NA,2.0.0,2.0.0,added in V2.0.0,
tra000744,eng,lastUpdated,Last updated version,The version in which the part was last updated.,Any change to the part of list will result in a change in the lastUpdated field to the dictionary version where the update occurred. ,2.0.0,2.0.0,added in V2.0.0,
tra000745,eng,aDateStart,Analysis date start,Date the measurement or analysis was started.,NA,1.0.0,2.0.0,NA,
tra000746,eng,sevSet,Severity set,A set for severity indicators.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000747,eng,siteMeasureID,Site measure ID,Unique identifier for wide table only. Use when all measures are performed on a single sample.,Depreciate in version 2. siteMeasures,1.0.0,2.0.0,depreciated,
tra000748,eng,shedSet,Sampleshed set,The set for all valid values of sampleshed.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000749,eng,ship,Ship,A cruise ship or other ship.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000750,eng,protocolsRequired,Protocols table required headers,Specifies the columns required in the Protocols table.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000751,eng,si,Site,A measure made on a compartment or property at a site.,"An example is the wastewater flow rate, taken at a wasteawater treatment plant.",2.0.0,2.0.0,added in V2.0.0,
tra000752,eng,tssConc,Concentration of total suspended solids,Total suspended solids concentration of the wastewater.,NA,1.0.0,2.0.0,"description wording, structure",
tra000753,eng,sinLay,Single Layout,Specifies the single layout for a sequencing method,NA,2.0.0,2.0.0,added in V2.0.0,
tra000754,eng,siSaSpecimenSet,Site or sample specimen set,A specimen set that inculdes site or sample specimen.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000755,eng,siSpecimenSet,Site specimen set,A specimen set that inculdes only a site specimen.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000756,eng,uSiteMeasureID,U site measure ID,Unique identifier for each measurement for a site.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000757,eng,siteFeat,Site features group,A group of environmental measures/methods and those pertaining to the features of a site.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000758,eng,aDate,Analysis date,Date the measurement was performed in the lab.,NA,1.0.0,2.1.0,Github Issue #211,
tra000759,eng,asID,Assay ID,Links with the AssayMethod used to perform the analysis. Use instrument.ID for measures that are not viral measures.,"Deprecated as of version 2, please avoid use. Refer to methodID instead.",1.0.0,2.0.0,"depreciated, now covered by partID = methodID",
tra000760,eng,protocolsOrder,Protocols table column order,Specifies the order of the columns in the Protocols table.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000761,eng,qualityReports,Quality reports table,The table for recording the various quality metrics and indicators for samples and measures.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000762,eng,countriesRequired,Counries table required headers,Required headers in the countries table.,NA,2.1.0,2.1.0,added in V2.1.0,
tra000763,eng,aDateEnd,Analysis date end,Date the measurement or analysis was completed.,NA,1.0.0,2.0.0,Depreciated. See issue #211. https://github.com/Big-Life-Lab/PHES-ODM/issues/211,
tra000764,eng,siteTypeSet,Site set,set for the type of sampling site.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000765,eng,fraction,Fraction analyzed,Fraction of the sample that is analyzed.,NA,1.0.0,2.0.0,"description wording, structure",
tra000766,eng,snowy,Snowy,"Qualitative category for the weather measure, specifying a snowy day.",NA,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
tra000767,eng,turb,Turbidity,"A measure for the turbidity of water, or a liquid sample, quanitfying the relative clarity or opcaity of a liquid. Highly indicative of water quality.",NA,1.0.0,2.0.0,github issue #122,
tra000768,eng,solidSeparationSet,Solid separation set,set for the separation of solids.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000769,eng,sourceProtocol,Source Protocol ID,"A protocol that served as a basis for another protocol. This may be due to version changes, or a referencing a protocol that was later adapted.",Populate with protocolID.,2.0.0,2.0.0,added in V2.0.0,
tra000770,eng,sourceStep,Protocol step source ID,Specifies the protocol step which serves as a basis for a given protocol step.,Populate with a protocol step ID (stepID).,2.0.0,2.0.0,added in V2.0.0,
