langID,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes,
eng,pp,Percent positive,Percent positive of sample measures.,"Can use for Moore swabs, etc.",1.0,2.0,description wording.,,
eng,ppm,parts per million,Parts per million.,NA,1.0,2.0,description wording.,,
eng,ppmv,PMMoV-CP,Pepper mild mottle virus capsid protein gene region,NA,1.0,2.0,"description wording, structure",,
eng,pprt,Percent positivity rate,Percent positivity rate of tests conducted within a day in a given region.,NA,1.0,2.0,now a unit for any group or biologic infection,,
eng,pps,Percent Primary Sludge,"Percentage of total solids, for primary sludge.",NA,1.0,2.0,description wording.,,
eng,precipClass,Precipitation class,Specifies a collection of measures/methods related to precipitation.,NA,2.0,2.0,added in version 2,,
eng,precipitationUnitSet,Precipitation Unit Set,Unit set for percipitation measurements.,NA,2.0,2.0,added in version 2,,
eng,pretreat,Pretreatment,Was the sample chemically treated in anyway with the addition of stabilizers or other,Pretrement method can be describe using a method. See methodID.,1.0,2.0,NA,,
eng,priv,Private sector organization type,The category of organization type used for private sector or non-profit groups that are not otherwise captured by the academic category.,NA,2.0,2.0,added in version 2,,
eng,procGrp,Processing group,A group of measures/methods related to processing samples for analysis.,NA,2.0,2.0,added in version 2,,
eng,programDescr,Program decription tables class,Specifies a class for report tables to indicate that they are program description tables.,"Used o better specify the purpose of report tables, distinct from other classes in this way.",2.0,2.0,added in version 2,,
eng,promAuto,promega automated tna kit,Nucleic acid extraction performed using the promega automated tna kit.,NA,2.0,2.0,added in version 2,,
eng,promHt,promega ht tna kit,Nucleic acid extraction performed using the promega ht tna kit.,NA,2.0,2.0,added in version 2,,
eng,promManu,promega manual tna kit,Nucleic acid extraction performed using the promega manual tna kit.,NA,2.0,2.0,added in version 2,,
eng,promWW,promega wastewater large volume tna capture kit,Nucleic acid extraction performed using the promega wastewater large volume tna capture kit.,NA,2.0,2.0,added in version 2,,
eng,prop,Proportion of total,Proportion as a precent of total.,NA,1.0,2.0,description wording.,,
eng,propV,Proportion of variant in sample,Proportion of a variant as percent of total variants.,NA,1.1,2.0,description wording.,,
eng,protein,Protein class,Specifies a collection of measures/methods related to proteins.,NA,2.0,2.0,added in version 2,,
eng,provHA,Access to prov ha,"If this is 'no', this data will not be available to provincial health authorities. If missing, data will be available to provincial health authorities.",NA,1.0,2.0,depreciated,,
eng,provisional,Provisional report,A provisional or interm report.,Use for measurement that are not yet finalized. Typically this purpose is not publicly reported.,2.0,2.0,added in version 2,,
eng,pSludge,Primary clarifier sludge,Sludge produced by primary clarifiers,NA,1.0,2.0,NA,,
eng,orb,Other residential building,Individual residential buildings or institutions not captured in other categories,NA,2.0,2.0,added in V2.0,,
eng,pstGrit,Post-grit,Raw wastewater after a treatment plant's headworks (post grit or removal of large solids at a treatment plant but priort to a primary clarifier),NA,1.0,2.0,NA,,
eng,ptDesc,Pre treatment description,If preTreatment then describe the treatment that was performed.,"Deprecated in version 2, please do not use. Use pretreatment methodID and specify further in summary and/or notes, if necessary.",1.0,2.0,depreciated,,
eng,ptot,Number of positive tests,Number of positive tests conducted within a day in a given region.,NA,1.0,2.0,now a unit for any group or biologic infection,,
eng,public,Access to public,"If this is 'no', this data will not be available to the public. If missing, data will be available to the public.",NA,1.0,2.0,depreciated,,
eng,puro,Puro virus,Measure of the amount of puro virus.,NA,2.0,2.0,added in version 2,,
eng,puroMat,Puro virus Spike Target,Puro Virus is used as the recovery efficiency control target.,NA,2.0,2.0,added in version 2,,
eng,primerCatSet,Genetic primer category set,The category set for genetic primers used in sequencing or PCR assays.,NA,2.0,2.0,naUnitSet,,
eng,collPer,Collection Period,"Collection period. The time period over which the sample was collected, in hours. Alternatively, use collectionStart and collectionEnd.","Examples: 1 hour, 6 hours, 24 hours",2.0,2.0,added in V2.0,,
eng,q19e,q19e omicron-variant gene target,q19e omicron-variant gene target,NA,2.0,2.0,added in version 2,,
eng,q493r,q493r omicron-variant gene target,q493r omicron-variant gene target,NA,2.0,2.0,added in version 2,,
eng,q498r,q498r omicron-variant gene target,q498r omicron-variant gene target,NA,2.0,2.0,added in version 2,,
eng,q954h,q954h omicron-variant gene target,q954h omicron-variant gene target,NA,2.0,2.0,added in version 2,,
eng,qaqc,Quaility assurance method,Quality ass qc,Description of the quality control steps taken,1.0,2.0,"description wording, deprecated",,
eng,qf1,No quality concerns,A flag to indicate there is are no quality concern about the measure or sample.,NA,1.0,2.0,added in version 2,,
eng,qf2,Quality concerns,"A flag to indicate there is a quality concern, not otherwise sepcified.",NA,1.0,2.0,added in version 2,,
eng,qgDNARNA,qiagen allprep dna/rna kit,Nucleic acid extraction performed using the qiagen allprep dna/rna kit.,NA,2.0,2.0,added in version 2,,
eng,qgDpcr,qiagen digital PCR,Describes a PCR analysis done using Qiagen's digital PCR technology.,NA,2.0,2.0,added in version 2,,
eng,qgEz1,qiagen ez1 virus mini kit v2.0,Nucleic acid extraction performed using the qiagen ez1 virus mini kit v2.0.,NA,2.0,2.0,added in version 2,,
eng,qgPwrFecal,qiagen allprep powerfecal dna/rna kit,Nucleic acid extraction performed using the qiagen allprep powerfecal dna/rna kit.,NA,2.0,2.0,added in version 2,,
eng,qgPwrViral,qiagen allprep powerviral dna/rna kit,Nucleic acid extraction performed using the qiagen allprep powerviral dna/rna kit.,NA,2.0,2.0,added in version 2,,
eng,qgPwrWtr,qiagen powerwater kit,Nucleic acid extraction performed using the qiagen powerwater kit.,NA,2.0,2.0,added in version 2,,
eng,qgQiAmp,qiagen qiaamp buffers with epoch columns,Nucleic acid extraction performed using the qiagen qiaamp buffers with epoch columns.,NA,2.0,2.0,added in version 2,,
eng,qgRneasy,qiagen rneasy kit,Nucleic acid extraction performed using the qiagen rneasy kit.,NA,2.0,2.0,added in version 2,,
eng,qgRneasyPwr,qiagen rneasy powermicrobiome kit,Nucleic acid extraction performed using the qiagen rneasy powermicrobiome kit.,NA,2.0,2.0,added in version 2,,
eng,qpcr,Quantitative PCR,"Real-time PCR, also called 'quantAggScale' PCR",NA,2.0,2.0,added in version 2,,
eng,quality,Quality measures,The part type for quality parts.,Only used for the dictionary entries of parts.,2.0,2.0,added in version 2,,
eng,qualityControl,Quality control,A measure or sample taken for the purpose of quality control.,Measures with this category are take to assess quality control.,2.0,2.0,added in version 2,,
eng,collNum,Collection Number,"The number of subsamples that were combined to create the sample. Use NA for continuous, proportional or passive sampling.",NA,2.0,2.0,added in V2.0,,
eng,minValue,Minimum value,The minimum value of a part.,NA,2.0,2.0,added in V2.0,,
eng,r2,R squared,R-squared value of the calibration curve.,"Used for storing calibration curve information, potentially also applicable for other curve types.",2.0,2.0,added in version 2,,
eng,r203m,r203m delta-variant gene target,r203m delta-variant gene target,NA,2.0,2.0,added in version 2,,
eng,rainDpcr,Raindance digital PCR,Describes a PCR analysis done using Raindance's digital PCR technology.,NA,2.0,2.0,added in version 2,,
eng,rainy,Rainy,"Qualitative category for the weather measure, specifying a rainy day.",NA,2.0,2.0,added in version 2,,
eng,ratio,Ratio,Ratio (unitless),Report as a real number or fration. i.e 10:2 ratio is reported as 5. The specifics of the ratio (the numerator and the demoninator) are described in the measure.,2.0,2.0,added in version 2,,
eng,raws,Raw wastewater Sample,Raw wastes water sample,NA,1.0,2.0,NA,,
eng,rawWW,Raw sewage at site,Wastewater without any form of treatment,NA,1.0,2.0,NA,,
eng,rawWWdown,Raw sewage downstream from a site,Downstream from a site. See partType = rawWWup.,NA,2.0,2.0,added in version 2,,
eng,rawWWup,Raw sewage upstream from a site,"Upstream from a site. Used when there is not direct access to a site's wastewater inconjuctiion with downstream sample. For example, if the site is a long-term care home, but ther is not access to the building or property cleanout. Use two sameple, one sample upstream and one sample downstream.",NA,2.0,2.0,added in version 2,,
eng,rdrpIP2,IP2 rdrp sars-cov-2 gene target,IP2 rdrp sars-cov-2 gene target,NA,2.0,2.0,added in version 2,,
eng,rdrpIP4,IP4 rdrp sars-cov-2 gene target,IP4 rdrp sars-cov-2 gene target,NA,2.0,2.0,added in version 2,,
eng,pooled,Pooled,"Is this a pooled sample, and therefore composed of multiple child samples obtained at different sites",NA,1.0,2.0,NA,,
eng,recov,Recovered patients,Units for describing a population measure of patients who have recovered from a given disease.,Unit for a population or disease measure to explain population-level clinical effects.,2.0,2.0,added in version 2,,
eng,collDT,Collection date time,"for grab samples this is the date, time and timezone the sample was taken.",NA,1.0,2.0,NA,,
eng,regular,Regular,A measure or sample taken for surveillance or epidemiology.,A 'regular' measure is the default. Missing data will be recoded to this purpose.,2.0,2.0,added in version 2,,
eng,relHum,Relative humidity,"The unit of relative humidity, or the air-water mixture. The ratio of the partial pressure of water vapor in the mixture to the equilibrium vapor pressure of water over a flat surface. of pure water at a given temperature.",NA,2.0,2.0,added in version 2,,
eng,relHumidUnitSet,Relative humidity unit set,Unit set for relative humidity measurements.,NA,2.0,2.0,added in version 2,,
eng,caRepDate,Case report Date,"Date that the numbers were reported publicly. Typically, reported data and this measure is most commonly reported and used.",NA,1.0,2.0,depreciated,,
eng,repGrab,Representative Grab Sample,A single large representative grab sample.,"Deprecated in version 2, please do not use.",1.0,2.0,depreciated,,
eng,a,Air compartment,A measure or observation made from a substance in the air.,NA,2.0,2.0,added in V2.0,,
eng,collDTStart,Collection date time start,"For integrated time averaged samples this is the date, time and timezone the sample was started being taken.",NA,1.0,2.0,NA,,
eng,value,Value,"Value of a measure, observation or attribute.",NA,2.0,2.0,added in version 2,,
eng,unitID,Unit,The units of a measurement.,Different units that are used to describe measurement values. Units are combined into UnitSetIDs. Please requests new units by creating an issue in the ODM repository.,1.0,2.0,added in version 2,,
eng,reporterID,Reporter ID,Unique identifier for the person or organization that is reporting the data.,NA,1.1,2.0,changed to contactID,,
eng,reporterIDDep,Reporter ID Depreciated,Unique identifier for the entity reporting the data,NA,1.1,2.0,depreciated,,
eng,reporters,Reporter table,"The table that contains information about a reporter of a sample, method, measure, or attribute.",NA,1.0,2.0,depreciated,,
eng,resCosca,Resuspend COSCa filter collection,Nucleic acid extraction via resuspension of a sample collected using the COSCa ball method.,See partID = cosca for additional details.,2.0,2.0,added in version 2,,
eng,results,Results tables class,Specifies a class for report tables to indicate that they are results tables.,"Used only to better specify the purpose of report tables, distinct from other classes in this way.",2.0,2.0,added in version 2,,
eng,pStat,Pumping Station,Pumping station,NA,1.0,2.0,"description wording, structure",,
eng,retPond,Retention pond,Retention pond,NA,1.0,2.0,"description wording, structure",,
eng,collDTEnd,Collection date time end,"For integrated time average samples this is the date, time and timezone the sample was finished being taken.",NA,1.0,2.0,NA,,
eng,rP100,"Rate per 100,000","Units for describing a population measure of a rate of case incidence per 100,000 people of a given disease.",Unit for a population or disease measure to explain population-level clinical effects.,2.0,2.0,added in version 2,,
eng,rppw,Raw post-pasteurized wastewater,Raw wastewater sample post-pasteurization,NA,1.0,2.0,NA,,
eng,rsv,Respiratory syncytial virus group,Respiratory syncytial virus.,NA,2.0,2.0,added in version 2,,
eng,h,Human compartment,A measure or observation made about a human.,NA,2.0,2.0,added in V2.0,,
eng,s2083i,s2083i omicron-variant gene target,s2083i omicron-variant gene target,NA,2.0,2.0,added in version 2,,
