langID,partID,partLab,partDesc,partInstr
en,siSpecimen,Site specimen set,A specimen set that inculdes only a site specimen.,NA
en,siteDef,Site ID default,Used as default when a new sample is created by this reporter. See ID in Site table.,"Deprecated in version 2, please do not use. Just populate standard SiteID."
en,siteFeat,Site features group,A group of environmental measures/methods and those pertaining to the features of a site.,NA
en,siteID,Site ID,Unique identifier for the location where wastewater sample was taken.,NA
en,siteMeasureID,Site measure ID,Unique identifier for wide table only. Use when all measures are performed on a single sample.,Depreciate in version 2. siteMeasures 
en,sites,Site Table,The table that contains information about a site; the location where an environmental sample was taken.,The site of an eviromental sample. Information in the site table does not regularly change. Consider using the MeasureReport table if the infomation changes often. 
en,siteTypeCat,Site category set,Category set for the type of sampling site.,NA
en,siteTypeID,Site Type ID,Type of site or institution where sample was taken.,NA
en,skimMilkFloc,Skimmed milk flocculation,Skimmed milk flocculation,NA
en,slope,slope,Slope value of the calibration curve.,"Used for storing calibration curve information, potentially also applicable for other curve types."
en,snfl,Sewer network file link depreciated 2,Link to a file that has any detailed information about the sewer network associated with the site (any format).,Depreciate in version 2. This attribute has been changed to referenceLink. Use po_referenceLink to specify polygon link to sewer network file.
en,snowy,Snowy,"Qualitative category for the weather measure, specifying a snowy day.",NA
en,sol,Solid fraction,Solid fraction of a sample.,NA
en,solidSep,Solid seperation,Process used to separate solid and liquid phases of the sample. ,Solid seperation is used either prior to or in the absence of the concentration method specified in 'methodConc'.
en,solidSeparationCat,Solid separation category set,Category set for the separation of solids.,NA
en,specHum,Specific humidity,The unit of specific humidity (moisture content). The ratio of the mass of water vapor to the total mass of the air parcel.,report as: mass of vapour (g) / mass of moist air (kg)
en,specHum,Specific humidity,"Measure for specific humidity, the unit is the ratio of the mass of water vapour and the mass of total air.",NA
en,specHumidUnits,Specific humidity unit set,Unit set for specific humidity.,NA
en,specimen,Specimen Part Type,The substance upon which the observation was made.,See partID = specimentID
en,specID,Specimen ID,The substance or thing upon which the observation was made.,"Specimens include: site, sample, person and population."
en,specSet,Specimen Set,The set that includes different specimen cagetories valid for a given part. ,"Mostly applicable for measures, methods, units, and aggregations."
en,specSetPT,Specimen Set Part Type,The part type for specimen sets.,Only used for the dictionary entries of parts.
en,spikeMat,Spike Material,Material into which the recovery efficiency control target is spiked.,NA
en,spikeMatCat,Categories of spikeMat,Categories for spikeMat (aterial into which the recovery efficiency control target is spiked).,NA
en,spikeTarget,Recovery Efficiency Spike Target,Method specifying the recovery efficiency control target. This matches on to the the spike material method ID.,Should typically be indexed as a step proceeding the spikeMaterial methodID step.
en,spikeTargetCatSet,Recovery Efficiency Spike Target Category Set,The category set capturing containing all of the valid categories for the recovery efficiency control (or spike) target.,NA
en,spill,Sample spilled,Sample contents spilled from container.,NA
en,sSludge,Secondary clarifier sludge,Sludge produced by secondary clarifiers,NA
en,sss,Social services shelter,Other type of social services shelter,NA
en,stabPnd,Stabilization pond,Specifies a site type which is a pond designed and built for wastewater treatment to reduce the organic content and remove pathogens from wastewater.,NA
en,standardConc,Standard concentration class,Specifies a collection of measures/methods relating to standard conentrations.,NA
en,pCode,Postal or Zip Code,"The zip code or postal code for a given address, specifying a specifc geographic area.",NA
en,status,Status,Whether the part is still active and can be used in the most current ODM version. Values are 'active' or 'inactive'.,The status of the part or list. 'active' means the part is used in the dictionary version. 'inactive' means the part has been retired and not longer used in the version.
en,stdConcentrationUnits,Standard concentration unit set,Unit set for concentration measurements.,NA
en,sTemp,Storage temp,Temperature that the sample is stored at in Celsius.,NA
en,stepID,Method Step ID,The unique identifier for a specific method step.,"Method Steps are the component parts of a larger method set, the latter being linked to specific measure reports."
en,stepIndexID,Method Step Index,"Specifies the index of a method step within a method set, i.e. the order of the steps in a set.",NA
en,stepProvanceID,Method Step Parent ID,"A method step that served as a basis for another method step. This may be due to version changes, or a referencing a method set that was later adapted.",NA
en,stepVer,Method Step Version,Specifies the version of a given method step.,Version of the method step. Semantic versioning is recommended.
en,storTempDef,Sewer network file blob,A file blob that has any detailed information about the sewer network associated with the site (any format).,"Deprecated in version 2, please do not use. Refer to WKT and EPSG instead."
en,stoTim,Storage time,Length of time that a sample was in storage.,NA
en,subvar,Sub-variant or lineage,"A unit used to report a specific genetic lineage, or to specify that a reported variant is a sub-variant of another.","Use in combination with a variant measure ID to specify parentage; eg: measureID = Omicron, value = BA.2, unit = subvar"
en,summ,Summary,Short description of the assay and how it is different from the other assay methods.,NA
en,sunny,Sunny,"Qualitative category for the weather measure, specifying a clear and sunny day.",NA
en,surface,Other surface,Surface other than floor or desk.,See also categories for floor and desk. 
en,surfaceCompartment,Surface compartment set,A compartment set for measures and methods in the surface compartment.,NA
en,surfaceWaterCompartment,Surface and water compartment set,A compartment set for measures and methods in the surface or water compartments.,NA
en,surfSw,Surface swab,Surface swab.,NA
en,swgTrck,Sewage truck,Sewage truck,NA
en,swrCat,Sewer Catchment Area,Sewer catchment area.,NA
en,swrSed,Sewer sediment,Sediments obtained in sewer,NA
en,synthetic,Synthetic sample,"Specifies a synthetic, or artificially derrived sample.",NA
en,t19r,t19r delta-variant gene target,t19r delta-variant gene target,NA
en,t3646a,t3646a delta-variant gene target,t3646a delta-variant gene target,NA
en,t547k ,t547k omicron-variant gene target,t547k omicron-variant gene target,NA
en,t9i ,t9i omicron-variant gene target,t9i omicron-variant gene target,NA
en,table,Table Part Type,"The part type for tables, which store the records of measures, methods and attributes to facilitate reporting.","An example of a  table is `site` a collection of attributes such as site name and address to describe where environment samples are taken. PHES-ODM has report tables, but users can create their own tables as well."
en,tableCat,Table column category set,The category set for valid inputs in table columns.,These categories are used in the parts list for columns named after tables to indicate the position and function of a given part in the entity relationship diagram of the data model.
en,taqpathN,TaqPath N sars-cov-2 gene target,TaqPath N sars-cov-2 gene target,NA
en,taqpathS,TaqPath S sars-cov-2 gene target,TaqPath N sars-cov-2 gene target,NA
en,temp,Temperature,Temperature of the sample measured in degrees Celcius,NA
en,tempClass,Temperature class,Specifies a collection of measures/methods related to temperatures.,NA
en,temperatureUnits,Temperature unit set,Unit set for temperature measurements.,NA
en,tempVol,Nucleic acid template volume,The volume of DNA or RNA template used for PCR. ,NA
en,tesDate,Test Date,Date that the covid-19 test was performed.,NA
en,test,Number of tests performed,Number of tests performed.,NA
en,testing,Testing,A measure or sample taken to test a new method. These measures are typically used for internal lab uses and not reported to external partners.,NA
en,tfCatSet,True-False Category Set ,"Category set for boolean or binary attributes, containing true and false.",Set is used for any boolean attribute or measure.
en,thermMag,thermo magmax microbiome ultra nucleic acid isolation kit,Nucleic acid extraction performed using the thermo magmax microbiome ultra nucleic acid isolation kit.,NA
