partID,partLabel,partType,partDesc,partInstr,domainID,specimenSet,compartSet,groupID,classID,nomenclatureID,ontologyRef,latExp,catSetID,unitSetID,aggScaleID,aggSetID,qualitySetID,status,firstRel,lastUp,changes,methodSteps,methodStepsRequired,methodStepsOrder,methodSets,methodSetsRequired,methodSetsOrder,measures,measuresRequired,measuresOrder,measureSets,measureSetsRequired,measureSetsOrder,datasets,datasetsRequired,datasetsOrder,sites,sitesRequired,sitesOrder,samples,samplesRequired,samplesOrder,addresses,addressesRequired,addressesOrder,contacts,contactsRequired,contactsOrder,organizations,organizationsRequired,organizationsOrder,instruments,instrumentsRequired,instrumentsOrder,polygons,polygonsRequired,polygonsOrder,languageLUs,translationLUs,partLUs,setLUs,refLink,dataType,minValue,maxValue,minLength,maxLength
foggy,Foggy,category,"Qualitative category for the weather measure, specifying a foggy or hazy day.",NA,Phy,siSpecimen,anyCompartment,siteFeat,naClass,naNomenclature,,NA,weathCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
fractionCat,Sample fraction category set,categorySet,"Category set for the fraction of the sample (solid, liquid, etc.).",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,fractionCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,categorical,NA,NA,NA,NA
fractionID,Fraction analyzed,attribute,Fraction of the sample that is analyzed.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,fractionCat,naUnitSet,NA,naAggrSet,NA,active,1.0,1.0,"description wording, structure",NA,,NA,NA,,NA,fK,optional,12,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,categorical,NA,NA,NA,NA
frna,F-Specific RNA bacteriophages,measure,A measure for amount of F-Specific RNA bacteriophages.,NA,Bio,saSpecimen,anyCompartment,virusMisc,naClass,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
frnaG2,"F-Specific RNA bacteriophages, G2",measure,A measure for amount of G2 F-Specific RNA bacteriophages.,NA,Bio,saSpecimen,anyCompartment,virusMisc,naClass,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
frozen,Sample frozen,quality,Sample was frozen before analysis or processing,NA,naDomain,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,sampleQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
fst,Field sample temperature,measure,Temperature that the sample is stored at while it is being sampled. This field is mainly relevant for composite samples which are either kept at ambient temperature or refrigerated while being sampled.,NA,Phy,saSpecimen,anyCompartment,procGrp,tempClass,naNomenclature,,NA,NA,temperatureUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,NA,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,see unit,see unit,0,null
funderID,Funding agency ,attribute,The funding agency of the dataset.,"Use Organization ID to populate this field, and the organizations table to describe contact information and other details for the funding agency. ",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,fK,optional,6,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
g215c,g215c delta-variant gene target,measure,g215c delta-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
g339d ,g339d omicron-variant gene target,measure,g339d omicron-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
g496s ,g496s omicron-variant gene target,measure,g496s omicron-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
g662s,g662s delta-variant gene target,measure,g662s delta-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
gam,Gamma,measure,P.1,NA,Bio,saSpecimen,anyCompartment,sarsCov2,variant,who,,NA,NA,geneticUnits,NA,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,NA,NA
gcCrA,Gene Copies per Copy of crAssphage,unit,Gene or variant copies per copy of crAssphage.,NA,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,$gc/{gc_{CrA}$,NA,naUnitSet,quantitative,naAggrSet,pcrQualitySet,active,1.0,2.0,description wording.,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,0,NA,0,NA
gcD100,"gene copies per day per 100,000",unit,"The unit for measures reflecting the gene copies per day per 100,000 people in the population.",NA,Bio,saSpecimen,anyCompartment,virusMisc,naClass,naNomenclature,,NA,NA,naUnitSet,quantitative,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,Input,,NA,NA,,NA,Input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,0,NA,NA,NA
gcGs,Gene Copies per Gram Solids,unit,Gene or variant copies per gram solids.,NA,Bio,saSpecimen,waterCompartment,naGroup,naClass,naNomenclature,,$gc/{g_{solids}$,NA,naUnitSet,quantitative,naAggrSet,pcrQualitySet,active,1.0,2.0,description wording.,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,0,NA,0,NA
gcL,Gene Copies per L,unit,Gene or variant copies per litre.,NA,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,$gc/{l}$,NA,naUnitSet,quantitative,naAggrSet,pcrQualitySet,active,1.0,2.0,description wording.,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,0,NA,0,NA
gcMl,Gene Copies per mL,unit,Gene or variant copies per millilitre of solution.,NA,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,$gc/{ml}$,NA,naUnitSet,quantitative,naAggrSet,pcrQualitySet,active,1.0,2.0,description wording.,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,0,NA,0,NA
gcPpmov,Gene Copies per PMMoV Copy,unit,Gene or variant copies per copy of PMMoV.,NA,Bio,saSpecimen,waterCompartment,naGroup,naClass,naNomenclature,,$gc/{gc_{PMMoV}$,NA,naUnitSet,quantitative,naAggrSet,pcrQualitySet,active,1.0,2.0,description wording.,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,0,NA,0,NA
geneticUnits,Genetics unit set,unitSet,Unit set for genetic-related measurements.,NA,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,geneticUnits,quantitative,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,categorical,NA,NA,NA,NA
genQualitySet,Generic Quality Flag Set,qualitySet,A the quality set for flags to indicate if there is a quality concern about a given generic measure or sample.,"1 = quality concern, 0 = no quality concern.",naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,categorical,NA,NA,NA,NA
geoEPSG,European Petroleum Survey Group Coordinates,attribute,The unique EPSG code specifying a given geospatial area.,NA,naDomain,naSpecimenSet,naCompartmentSet,miscAttr,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,header,mandatory,7,NA,NA,NA,NA,NA,float,NA,NA,0,30
geoLat,Latitude,attribute,"Geographical location, latitude in decimal coordinates, ie.: (45.424721)",NA,naDomain,naSpecimenSet,naCompartmentSet,miscAttr,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,header,optional,15,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,-90,90,0,null
geoLong,Longitude,attribute,"Geographical location, longitude in decimal coordinates, ie.: (-75.695000)",NA,naDomain,naSpecimenSet,naCompartmentSet,miscAttr,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,header,optional,16,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,-180,180,0,null
geoType,Type of geography,attribute,Type of geography that is represented by the polygon.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,geoTypeCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,header,mandatory,6,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
geoTypeCat,Geographic category set,categorySet,Category set for different type of geographic components.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,GeoTypeCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,categorical,NA,NA,NA,NA
geoWKT,Well-known text,attribute,Well-known text of the polygon,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,header,mandatory,8,NA,NA,NA,NA,NA,varchar,NA,NA,0,63
gm3,Gram per cubic metre,unit,Density unit.,Used for absolute humidity and other measures.,allDo,anySpecimen,airCompartment,naGroup,naClass,naNomenclature,,$g/m^3$,NA,naUnitSet,quantitative,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,0,NA,0,10
gmn,Geometric Mean,aggregation,Geometric mean.,NA,allDo,anySpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,quantitative,naAggrSet,NA,active,1.0,2.0,NA,input,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,see unit,see unit,NA,NA
govt,Government agency organization type,category,"The category of organization type used for government agencies, programs, or crown-owned bodies.",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,orgTypeCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,10
graSet,gravity settling,category,"Describes solid separation from a wastewater sample where the sample material is allowed to settle by gravity, and then separated.",NA,allDo,saSpecimen,waterCompartment,procGrp,naClass,naNomenclature,,NA,solidSeparationCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
grb,Grab sample,category,A single large representative grab sample.,"Use collectionPeriod to describe how many hours the sample was taken. If the sample is a composite of grab samples, collectionNum to record the number of samples.",naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,collectCat,naUnitSet,NA,naAggrSet,sampleQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
group,Group Part Type,dictionary,A collection of related measures.,See partID = groupID.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,partTypeCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,NA,NA
groupCat,Group category set,categorySet,Category set for type of group.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,groupCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,categorical,NA,NA,NA,NA
groupID,Group,attribute,"Unique identifier for a group of measures. Mostly applicable for measures, methods, units, and aggregations.","A collection of related measures. For example, SARS-CoV-2 is a group. Within the SARS-CoV-2 group, there are measure classes tht include RNA alleles (N1, N2, E, etc.), mutations, (E484K0), an entire sequence, viral proteins, etc. Currently groups are used for measures only.",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,groupCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,fK,optional,14,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,header,NA,NA,categorical,NA,NA,0,30
h,Human compartment,compartment,A measure or observation made about a human.,NA,Bio,anySpecimen,humanCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,1
header,Header,category,Header for a table. Also known as a table variable or enitiy relationship 'attribute'. ,Header is the top row or the variable name in a table.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,tableCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
healthReg,Health planning region,attribute,The health planning authority where is site or insititute is located. See also `publicHealthDepartment`,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,header,optional,13,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
heatInacSARS,heat inactivated sars-cov-2 virus Spike Target,category,Heat inactivated SARS-CoV-2 virus is used as the recovery efficiency control target.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,spikeTargetCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
hepGRna,hep g armored rna,measure,Measure of the amount Hepatitis G Armored RNA.,NA,Bio,saSpecimen,anyCompartment,virusMisc,naClass,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
hepGRnaMat,hep g armored rna Spike Target,category,Hepatitis G armored RNA is used as the recovery efficiency control target.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,spikeTargetCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
hlthReg,Sewer Network Health Region,category,Health region served by the sewer network,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,GeoTypeCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,Name Change (from Polygon Type),NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,Input,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
hma,Hand Measurement,category,Handheld measurement analyzer.,A handheld measurement analyzer.,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,InsTypeCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,Input,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
hollowFiberUF,Hollow fiber dead end ultrafiltration,category,Hollow fiber dead end ultrafiltration,NA,Che,naSpecimenSet,waterCompartment,procGrp,naClass,naNomenclature,,NA,methodConcCat,naUnitSet,NA,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
hosa,General Hospital Admissions,unit,Hospital admissions or patients newly admitted to hospital.,NA,Bio,poSpecimen,naCompartmentSet,naGroup,naClass,naNomenclature,,$people$,NA,naUnitSet,NA,naAggrSet,genQualitySet,active,1.0,2.0,now a unit for any group or biologic infection,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,0,NA,0,30
hosc,Hospital Census,unit,Hospital census or the number of people admitted with an ailment.,NA,Bio,poSpecimen,naCompartmentSet,naGroup,naClass,naNomenclature,,$people$,NA,naUnitSet,NA,naAggrSet,genQualitySet,active,2.0,2.0,now a unit for any group or biologic infection,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,0,NA,0,30
hosptl,Hospital,category,Hospital,NA,naDomain,naSpecimenSet,anyCompartment,colGrp,naClass,naNomenclature,,NA,shedCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
hoTaWa,Holding Tank Wastewater Depreciated,category,"Wastewater from a holding tank, such as from an airplane or ship","Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.",naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,collectCat,naUnitSet,NA,naAggrSet,NA,depreciated,1.0,1.0,deprecated,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
htSam,Holding tank wastewater,category,"Wastewater sampled from a holding tank, such as from an airplane or ship",NA,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,sampleMatCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
htSite,Holding tank,category,Holding tank,NA,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,siteTypeCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
humanCompartment,Human compartment set,compartmentSet,A compartment set for measures and methods in the human compartment.,NA,Bio,anySpecimen,humanCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,15
humClass,Humidity class,class,Specifies a collection of measures/methods related to humidity.,NA,Phy,siSpecimen,airCompartment,naGroup,humClass,naNomenclature,,NA,NA,naUnitSet,see unit,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,30
i1566v ,i1566v omicron-variant gene target,measure,i1566v omicron-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
i3758v ,i3758v omicron-variant gene target,measure,i3758v omicron-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
i82t,i82t delta-variant gene target,measure,i82t delta-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
