Version,2.3.0,,,,,,,,
translationID,lang,partID,label,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
enghma,eng,hma,Hand Measurement,Handheld measurement analyzer.,A handheld measurement analyzer.,1.0.0,2.0.0,"description wording, structure",
enghMe,eng,hMe,See Header for Measure,An indicator to show in a wide-name that measure information is located in a different column.,Not a valid value for measure in the standard long-format.,2.2.0,2.2.0,added in V2.2.0,
enghmpv,eng,hmpv,Human Metapneumovirus (HMPV) ,Human Metapneumovirus (HMPV) ,NA,2.2.0,2.2.0,added in V2.2.0,
enghollowFiberUF,eng,hollowFiberUF,Hollow fiber dead end ultrafiltration,Hollow fiber dead end ultrafiltration,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
enghosa,eng,hosa,General Hospital Admissions,Hospital admissions or patients newly admitted to hospital.,NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
enghosc,eng,hosc,Hospital Census,Hospital census or the number of people admitted with an ailment.,NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
enghosptl,eng,hosptl,Hospital,Hospital,NA,1.0.0,2.0.0,"description wording, structure",
enghoTaWa,eng,hoTaWa,Holding tank wastewater depreciated,"Wastewater from a holding tank, such as from an airplane or ship","Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.",1.0.0,2.0.0,depreciated,
enghours,eng,hours,Hours,A unit for indicating a length of time in hours.,NA,2.0.0,2.0.0,added in V2.0.0,
enghpiv,eng,hpiv,Human Parainfluenza Virus (HPIV),Human Parainfluenza Virus (HPIV),NA,2.2.0,2.2.0,added in V2.2.0,
enghpv,eng,hpv,Human Papiloma Virus (HPV),Human Papiloma Virus (HPV),NA,2.2.0,2.2.0,added in V2.2.0,
enghrv,eng,hrv,Human Rhinovirus (HRV),Human Rhinovirus (HRV),NA,2.2.0,2.2.0,added in V2.2.0,
enghrvA,eng,hrvA,Human Rhinovirus (HRV) A,Human Rhinovirus (HRV) A,NA,2.2.0,2.2.0,added in V2.2.0,
enghrvB,eng,hrvB,Human Rhinovirus (HRV) B,Human Rhinovirus (HRV) B,NA,2.2.0,2.2.0,added in V2.2.0,
enghrvC,eng,hrvC,Human Rhinovirus (HRV) C,Human Rhinovirus (HRV) C,NA,2.2.0,2.2.0,added in V2.2.0,
enghrvGrp,eng,hrvGrp,Rhinovirus Group,A group of measures/methods related to rhinoviruses.,Used to describe the organism information for general measures.,2.2.0,2.2.0,added in V2.2.0,
enghSp,eng,hSp,See Header for Specimen,An indicator to show in a wide-name that specimen information is located in a different column.,Not a valid value for specimen in the standard long-format.,2.2.0,2.2.0,added in V2.2.0,
enghsv,eng,hsv,Herpes Simplex Virus,Herpes Simplex Virus,NA,2.2.0,2.2.0,added in V2.2.0,
enghtSam,eng,htSam,Holding tank wastewater,"Wastewater sampled from a holding tank, such as from an airplane or ship",NA,2.0.0,2.0.0,NA,
enghtSite,eng,htSite,Holding tank,Holding tank,NA,1.0.0,2.0.0,"description wording, structure",
enghum,eng,hum,Human compartment,A measure or observation made about a human.,NA,2.0.0,2.0.0,added in V2.0.0,
enghumanCompartmentSet,eng,humanCompartmentSet,Human compartment set,A compartment set for measures and methods in the human compartment.,NA,2.0.0,2.0.0,added in V2.0.0,
enghumid,eng,humid,Humidity class,Measures and methods related to humidity.,NA,2.0.0,2.0.0,added in V2.0.0,
enghUn,eng,hUn,See Header for Unit,An indicator to show in a wide-name that unit information is located in a different column.,Not a valid value for unit in the standard long-format.,2.2.0,2.2.0,added in V2.2.0,
engi1566v,eng,i1566v,i1566v omicron-variant gene target,i1566v omicron-variant mutation gene target,NA,2.0.0,2.0.0,added in V2.0.0,
engi3758v,eng,i3758v,i3758v omicron-variant gene target,i3758v omicron-variant mutation gene target,NA,2.0.0,2.0.0,added in V2.0.0,
engi82t,eng,i82t,i82t delta-variant gene target,i82t delta-variant mutation gene target,NA,2.0.0,2.0.0,added in V2.0.0,
engibu,eng,ibu,Ibuprofen,Ibuprofen (usually measured as a human fecal chemical indicator),NA,2.2.0,2.2.0,added in V2.2.0,
engicd,eng,icd,International Classification of Diseases,Classification system for diseases in humans.,NA,2.0.0,2.0.0,added in V2.0.0,
engicu,eng,icu,Intensive care unit patients,Units for describing a population measure of patients who are in intensive care due to a given cause.,Unit for a population or disease measure to explain population-level clinical effects.,2.0.0,2.0.0,added in V2.0.0,
engin,eng,in,Instrument table Shorthand,The abbreviated short name used to reference the The table that contains information about instruments.,table,2.2.2,2.2.2,added in V 2.2.2,
engindex,eng,index,Index,Index number in case the measurement was taken multiple times.,NA,1.1.0,2.0.0,NA,
engindusIn,eng,indusIn,Industrial input,Percentage of total wastewater input coming from industrial sources.,NA,2.2.0,2.2.0,added in V2.2.0,
enginfluEqui,eng,influEqui,Influent equilibration,Binary indicator for whether a site stores influent wastewater prior to treatment to equilibrate flow rates.,NA,2.2.0,2.2.0,added in V2.2.0,
enginhibitionSet,eng,inhibitionSet,Inhibition set,Category set for inhibition methods.,NA,2.0.0,2.0.0,added in V2.0.0,
enginhibMe,eng,inhibMe,Inhibition measure,Parameter to report whether or not inhibition was detected in the sample.,"Detected = TRUE, not detected = FALSE.",1.1.0,2.0.0,structure change,
enginhibMeth,eng,inhibMeth,Inhibition method,Description of the method used to evaluate molecular inhibition.,Description of the inhibition parameters.,1.0.0,2.0.0,structure change,
enginnovaprepUF,eng,innovaprepUF,Innovaprep ultrafiltration,Innovaprep ultrafiltration,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
enginput,eng,input,Input,Input for a table. Indicates if a part can be used in a table.,"“Input” is used to indicate if a part can be used as an entry in a table (something with partType = table). For example, covN1 is a specific measure that can be entered in the measureID field of the measures table. Therefore, covN1 is has a value ""input"" in the measures column in the parts list. ODM users can generate their own custom template by modifying using the value ""input"" for only the parts that are applicable for their program.",2.0.0,2.0.0,added in V2.0.0,
engins214epe,eng,ins214epe,Omicron Variant ins214epe Insertion,Omicron Variant ins214epe Insertion mutation.,NA,2.2.0,2.2.0,added in V2.2.0,
enginstrumentID,eng,instrumentID,Instrument ID,A unique identifier for an instrument.,NA,1.1.0,2.0.0,"description wording, structure",
enginstruments,eng,instruments,Instrument table,The table that contains information about instruments.,adapt from verson 1 documentation,1.0.0,2.0.0,"description wording, structure",
enginstrumentsOrder,eng,instrumentsOrder,Instruments table column order,Specifies the order of the columns in the Instruments table.,NA,2.0.0,2.0.0,added in V2.0.0,
enginstrumentsRequired,eng,instrumentsRequired,Instrutment table required headers,Specifies the columns required in the Instruments table.,NA,2.0.0,2.0.0,added in V2.0.0,
enginstrumentTypeOther,eng,instrumentTypeOther,Other instrument,Type of instrument other than those included in the PHES-ODM.,An other type of measurement instrument. Add description to  notes. See documentation for how to request new instruments added to the dictionary. ,1.0.0,2.0.0,"description wording, structure, one of the two ""other"" field that was not depricated in the transition from V1 to V2",
enginsType,eng,insType,Instrument Type,Type of instrument used to perform the measurement.,NA,1.0.0,2.0.0,none,
enginsTypeOth,eng,insTypeOth,"Describe other instrument type, if applicable",Description of the instrument in case it is not listed in instrumentType.,NA,1.0.0,2.0.0,"none, one of the two ""other"" field that was not depricated in the transition from V1 to V2",
enginsTypeSet,eng,insTypeSet,Instrument set,List of instruments that are used for measures and methods,NA,2.0.0,2.0.0,added in V2.0.0,
engintAMRGrp,eng,intAMRGrp,Integrase Anti-microbial resistance Group,The group for measures and methods pertaining to integrase-related anti-microbial resistance.,NA,2.1.0,2.1.0,added in V2.1.0,
enginteger,eng,integer,Integer data type,The data type for integers.,Only used for the dictionary entries of parts.,2.0.0,2.0.0,added in V2.0.0,
engintegraseCl1,eng,integraseCl1,Integrase Class I gene target,Integrase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
enginter,eng,inter,Intercept,Intercept value of the calibration curve.,"Used for storing calibration curve information, potentially also applicable for other curve types.",2.0.0,2.0.0,added in V2.0.0,
engip2ip4,eng,ip2ip4,Combined ip2 and ip4 sars-cov-2 gene target,Combined ip2 and ip4 sars-cov-2 gene target.,NA,2.0.0,2.0.0,added in V2.0.0,
engisc,eng,isc,ISC,The licensing for the measure or data set is managed under the ISC license.,NA,2.2.0,2.2.0,added in V2.2.0,
engiso6391,eng,iso6391,ISO639-1,The first part of the ISO 639 series of international standards for language codes. Part 1 covers the registration of two-letter codes. There are 183 two-letter codes registered as of June 2021. The registered codes cover the world's major languages.,Part of the metedata for a languageID.,2.0.0,2.0.0,added in V2.0.0,
engiso6392B,eng,iso6392B,ISO639-2B,"A set of international standards that lists short codes for language names. These ISO639-2 are the three-letter codes defined in part two (ISO 639-2) of the standard, including the corresponding two-letter (ISO 639-1) codes where they exist. The 'B' specifies the bibliographic code (B code).",Part of the metedata for a languageID.,2.0.0,3.0.0,removed from languages table to avoid duplication of identical values across columns.,
engiso6392T,eng,iso6392T,ISO639-2T,"A set of international standards that lists short codes for language names. These ISO639-2 are the three-letter codes defined in part two (ISO 639-2) of the standard, including the corresponding two-letter (ISO 639-1) codes where they exist. The 'T' specifies the terminological code (T code).",Part of the metedata for a languageID.,2.0.0,2.0.0,added in V2.0.0,
engiso6393,eng,iso6393,ISO639-3,A set of international standards that lists short codes for language names. ISO 639-3 extends the ISO 639-2 alpha-3 codes with an aim to cover all known natural languages. ,Part of the metedata for a languageID.,2.0.0,3.0.0,removed from languages table to avoid duplication of identical values across columns.,
engiso6396,eng,iso6396,ISO639-6,"A set of international standards that lists short codes for language names. ISO 639-6 builds off ISO639-3 with the use of four-letter codes, and allowing users to differenciate between variants of languages and language families, such as histroical vs. revived versions of languages.",Part of the metedata for a languageID.,2.0.0,3.0.0,removed from languages table to avoid duplication of identical values across columns.,
engisoCode,eng,isoCode,ISO 3166-1 alpha-2 country code,"The ISO 3166-1 alpha-2 code, a two-letter country code which is also used to create the ISO 3166-2 country subdivision code and the Internet country code top-level domain.","Preprogrammed into dictionary tables, not editable by users.",2.1.0,3.0.0,"removed as a ""template"" input in addresses, as is a synonym for the ""country"" field anyway.",
engisoCodeX,eng,isoCodeX,ISO 3166-1 alpha-3 country code,"The ISO 3166-1 alpha-3 code, a three-letter country code which may allow a better visual association between the code and the country names than the 3166-1 alpha-2 code.","Preprogrammed into dictionary tables, not editable by users.",2.1.0,2.1.0,added in V2.1.0,
engisoZone,eng,isoZone,ISO 3166-2 code for country sub-domain,"The ISO 3166-2 codes for the names of the principal subdivisions (e.g., provinces, states, departments, regions) of all countries coded in ISO 3166-1.","Preprogrammed into dictionary tables, not editable by users.",2.1.0,3.0.0,"removed as a ""template"" input in addresses, as is a synonym for the ""stateProvReg"" field anyway.",
engjn17V,eng,jn17V,JN.1.7 Variant,"The JN.1.7 variant of SARS-CoV-2, one of the FLiRT variants.",NA,2.0.0,2.0.0,added in V2.0.0,
engjn1V,eng,jn1V,JN.1 Variant,"The JN.1 variant is a subvariant of Omicron variant BA.2.86, and contains several mutations that are associated with escape from vaccine-mediated immune protection. The source of the FLiRT variants of SARS-CoV-2.",NA,2.0.0,2.0.0,added in V2.0.0,
engk856r,eng,k856r,k856r omicron-variant gene target,k856r omicron-variant mutation gene target,NA,2.0.0,2.0.0,added in V2.0.0,
engkgS,eng,kgS,Kilogram per second,Kilograms per second.,NA,1.0.0,2.0.0,description wording.,
engkl,eng,kl,Kilolitres,Kilolitres of volume,NA,2.0.0,2.0.0,added in V2.0.0,
engklebsiellaGrp,eng,klebsiellaGrp,Klebsiella Group,A group of measures/methods related to klbsiella bacteria.,Used to describe the organism information for general measures.,2.2.0,2.2.0,added in V2.2.0,
engklebsiellaPneu,eng,klebsiellaPneu,Klebsiella pneumoniae,Klebsiella pneumoniae,NA,2.2.0,2.2.0,added in V2.2.0,
engkp11V,eng,kp11V,KP.1.1 Variant,"The KP.1.1 variant of SARS-CoV-2, one of the FLiRT variants.",NA,2.0.0,2.0.0,added in V2.0.0,
engkp1V,eng,kp1V,KP.1 Variant,"The KP.1 variant of SARS-CoV-2, one of the FLiRT variants.",NA,2.0.0,2.0.0,added in V2.0.0,
engkp2V,eng,kp2V,KP.2 Variant,"The KP.2 variant of SARS-CoV-2, one of the FLiRT variants.",NA,2.0.0,2.0.0,added in V2.0.0,
engl,eng,l,Litres,Litres of volume,NA,2.0.0,2.0.0,New variable in category,
engl24s,eng,l24s,Omicron Variant l24s mutation,Omicron Variant l24s mutation,NA,2.2.0,2.2.0,added in V2.2.0,
engl452r,eng,l452r,l452r delta-variant gene target,l452r delta-variant mutation gene target,NA,2.0.0,2.0.0,added in V2.0.0,
engl455s,eng,l455s,L455S Mutation,The FLiRT/SLip variant mutation L455S.,NA,2.2.0,2.2.0,added in V2.2.0,
engl981f,eng,l981f,l981f omicron-variant gene target,l981f omicron-variant mutation gene target,NA,2.0.0,2.0.0,added in V2.0.0,
engla,eng,la,Language Look-up table Shorthand,"The abbreviated short name used to reference the Look up table for all languages, used to give structure to the translation table.",table,2.2.2,2.2.2,added in V 2.2.2,
englab,eng,lab,Laboratory,Laboratory for environmental testing.,NA,2.0.0,2.0.0,added in V2.0.0,
englabDefDep,eng,labDefDep,Lab ID default depricated,Used as default when a new sample is created by this reporter. See ID in Lab table.,"Deprecated as of version 2, no defaults please specify.",1.0.0,2.0.0,depreciated,
englabDuplicate,eng,labDuplicate,Laboratory duplicate ,Second (time or more) processing and analysis of sample. Usually for general chemistry or metals analyses.,NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
englabel,eng,label,Label,A human readable label of a part.,"Typically, a part label has no acrynomns (every word is spelled out). Equivalent to a LOINC common name.",2.0.0,2.0.0,added in V2.0.0,
englabID,eng,labID,Lab ID,Unique identifier for a laboratory.,NA,1.0.0,2.1.0,"description wording, structure",
englAGC,eng,lAGC,Low Average Genome Coverage,Average coverage of the genome is low/poor.,NA,2.3.0,2.3.0,added in v 2.3.0,
englagoon,eng,lagoon,Lagoon system,Lagoon system for extensive wastewater treatment,NA,1.0.0,2.0.0,"description wording, structure",
